baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000123500	8635.20691809475	7.93772374646476	0.18781488281313	42.2635502978885	0	0
ENSG00000099953	24367.1911198216	6.2814537715069	0.174420218265406	36.0133351166246	5.17357067909286e-284	4.99715191893579e-280
ENSG00000117650	1425.14128748156	4.44736941093195	0.139176242531496	31.9549466923242	4.61197645158593e-224	2.96980536972457e-220
ENSG00000230838	333.544697454505	6.21383652062455	0.194907158301239	31.8810072179122	4.89582042013682e-223	2.36443647190508e-219
ENSG00000155886	304.011313295367	6.03374850613344	0.192604201347257	31.327190497028	1.98986862494066e-215	7.68805641932074e-212
ENSG00000203805	541.116601407594	5.9256864766209	0.189230914075555	31.3145793623072	2.95489271702374e-215	9.51376958457744e-212
ENSG00000119927	4105.97355533593	-4.06590301164607	0.131064974331361	-31.0220410326146	2.71940738282801e-211	7.50478740306735e-208
ENSG00000060718	11852.2428726955	6.66281759435747	0.215780857324534	30.8777047091652	2.37997154361271e-209	5.74703628493879e-206
ENSG00000163815	558.579194569875	-4.45787444441942	0.145314218013806	-30.6774829424874	1.13674539265326e-206	2.43996083280841e-203
ENSG00000122641	4330.06762911675	4.02061260840532	0.134454911370245	29.9030549901881	1.79582070489789e-196	3.46916643772175e-193
ENSG00000127564	917.804720461794	4.16429948377375	0.14312783303571	29.094966334988	4.15685967611909e-186	7.30020138393351e-183
ENSG00000090889	1512.12564972107	4.08050077883508	0.140981157272735	28.9435897517932	3.37917969063615e-184	5.4399161053091e-181
ENSG00000079308	14239.525563627	-2.93597593357726	0.102291699868578	-28.7019957371843	3.60259332478977e-181	5.35345368063759e-178
ENSG00000167779	1213.38117153993	-3.72198521277056	0.129696459399326	-28.6976624497577	4.08029457184209e-181	5.63022360991753e-178
ENSG00000025423	306.389909288057	3.4696277494882	0.122398885229982	28.346890112348	9.14239716838879e-177	1.17741885665956e-173
ENSG00000276043	1192.00663976003	3.68802986062135	0.133264873568992	27.6744333435476	1.41844806458621e-168	1.71259873197978e-165
