genes	logFC	logCPM	PValue	FDR
ENSG00000214401	ENSG00000214401	-0.499610535176883	1.14899891418459	0.000191050537754158	0.000322586687206959
ENSG00000095627	ENSG00000095627	1.33553085941777	1.99502744975074	0.000191185328764313	0.00032278606721456
ENSG00000135077	ENSG00000135077	0.406258051465124	4.34446811102948	0.000192109797005678	0.000324318540466283
ENSG00000094841	ENSG00000094841	0.225061444085004	4.00829610469925	0.000192612915682354	0.000325139488391447
ENSG00000198498	ENSG00000198498	0.281790900309976	4.54987654939767	0.000192881709291187	0.00032556477589228
ENSG00000163154	ENSG00000163154	0.462598566866089	2.281379047308	0.000193091476825276	0.000325890367753859
ENSG00000158156	ENSG00000158156	0.231619046722399	3.50168707655163	0.000193123970619454	0.000325916734902299
ENSG00000241127	ENSG00000241127	0.233372006051675	3.54350379118421	0.000193170004989674	0.000325965946574993
ENSG00000203930	ENSG00000203930	-0.819825483021085	1.87876678527441	0.00019390405169761	0.000327176039016021
ENSG00000237310	ENSG00000237310	0.449278007148071	0.875804441129245	0.000194523201976328	0.000328192071247049
ENSG00000266962	ENSG00000266962	0.362038770238251	1.43374184019077	0.000194858486270405	0.000328729040063897
ENSG00000170385	ENSG00000170385	0.376077837932765	6.22526405954077	0.000194906640186029	0.0003287815643655
ENSG00000167759	ENSG00000167759	1.53305769740283	1.76395884216728	0.000195278178404323	0.000329379538148494
ENSG00000131089	ENSG00000131089	-0.313288097928649	4.99096068994425	0.00019551045664791	0.000329742535491909
ENSG00000139163	ENSG00000139163	0.33920027851351	6.3935297954204	0.000195919161496046	0.000330402999718953
ENSG00000243199	ENSG00000243199	-0.33338947468301	2.01518112323955	0.000196091923346031	0.000330665483170271
ENSG00000103064	ENSG00000103064	-0.32178672864013	3.17951505538439	0.000196209784535999	0.000330835351109927
ENSG00000253998	ENSG00000253998	1.75092401112543	1.3179808950431	0.000196464514671301	0.000331235948195164
ENSG00000267632	ENSG00000267632	-0.628035744926517	-0.922466601086847	0.000197388077342353	0.000332764017636755
ENSG00000134910	ENSG00000134910	0.243990488889143	7.61921300005258	0.000197846462398894	0.000333507675446932
ENSG00000164674	ENSG00000164674	-0.325711038272092	3.04804154507491	0.000198181557804206	0.00033404339356615
ENSG00000198910	ENSG00000198910	1.05812579204395	3.37326574244561	0.000199723951218191	0.000336613792499827
ENSG00000179071	ENSG00000179071	-0.519455597094724	0.414718062683281	0.000199742516874989	0.000336615714995292
ENSG00000111144	ENSG00000111144	-0.210578846008168	6.50284289092822	0.000200268819687433	0.000337473225638681
ENSG00000153574	ENSG00000153574	0.234998016855298	4.61279874906129	0.000200515841275756	0.000337860010620588
ENSG00000139908	ENSG00000139908	-0.474463650179369	0.623880179520632	0.000201144835797575	0.000338890278906118
ENSG00000261526	ENSG00000261526	0.425143797313234	0.332285135490561	0.000201289429999568	0.000339104317496438
ENSG00000249348	ENSG00000249348	-0.343356405267966	1.06673795290673	0.000202342306948101	0.000340848333242362
ENSG00000184508	ENSG00000184508	0.357174905225514	2.42669622312326	0.000202395476002042	0.000340908170320643
ENSG00000204920	ENSG00000204920	-0.364737537736992	1.50093635246371	0.000202604325845282	0.000341230197618061
ENSG00000100664	ENSG00000100664	-0.218228751916492	7.77531609605761	0.000203918894162747	0.000343414279263878
ENSG00000259826	ENSG00000259826	-0.370658256750002	0.0593150993839675	0.000203941161644785	0.000343421841061189
ENSG00000132164	ENSG00000132164	1.19072602996284	1.80782849517607	0.000204036582556595	0.000343552575771664
ENSG00000162714	ENSG00000162714	0.262581906944856	5.67982020639214	0.000204060051135382	0.000343562146403462
ENSG00000132718	ENSG00000132718	-0.348604364004452	4.23931917122446	0.000204145747958598	0.000343676475735441
ENSG00000078018	ENSG00000078018	-0.600911560372353	4.18160140242257	0.000205313818462369	0.000345612787125831
ENSG00000105429	ENSG00000105429	-0.299973933428268	5.92910082609116	0.000206250137524677	0.000347158678809943
ENSG00000164610	ENSG00000164610	0.284306417073752	3.10116348334853	0.000206573507112269	0.000347672679072557
ENSG00000082701	ENSG00000082701	0.238706523810906	6.5407324532778	0.000208765103321528	0.00035133062688085
ENSG00000031691	ENSG00000031691	0.318755824931659	2.95977342794188	0.000208887760191793	0.000351506424336678
ENSG00000111339	ENSG00000111339	-0.965589125756404	0.535744523970207	0.000208922812266051	0.000351534786809125
ENSG00000092871	ENSG00000092871	0.307955831582833	4.26022490786847	0.000209179828065007	0.000351936589318916
ENSG00000115355	ENSG00000115355	-0.418162518139318	4.99428406705799	0.000209277356794436	0.000352070014678648
ENSG00000010671	ENSG00000010671	0.4562484095067	3.39889297301987	0.000210131922541272	0.000353446101841732
ENSG00000285763	ENSG00000285763	0.653265733154568	-0.31581331600415	0.000210117948141345	0.000353446101841732
ENSG00000104343	ENSG00000104343	0.292306215260876	5.51240041454792	0.000210215795172666	0.00035355639309991
ENSG00000272037	ENSG00000272037	0.564991330512904	-0.427704258397881	0.000210277908985919	0.000353630072759639
ENSG00000082497	ENSG00000082497	0.507851782067713	5.78106909227433	0.000210550990911749	0.000354022814386951
ENSG00000083223	ENSG00000083223	-0.257357839866394	5.63355233607871	0.000210566421850402	0.000354022814386951
ENSG00000120915	ENSG00000120915	-0.439000278473415	5.18536774063358	0.000210541893205687	0.000354022814386951
ENSG00000169609	ENSG00000169609	-0.212357140497003	4.14937597745224	0.000210606748808606	0.000354059801016853
ENSG00000164099	ENSG00000164099	-0.848049208434875	1.04508151611609	0.000210980079288233	0.000354656558622527
ENSG00000196205	ENSG00000196205	-0.475259194387734	4.80492489053559	0.000211612344189134	0.000355688442099163
ENSG00000269906	ENSG00000269906	-0.369624713967052	0.217788833560297	0.000211723066376037	0.000355843587632876
ENSG00000139292	ENSG00000139292	1.21611713387393	1.86442080596625	0.000211876930481424	0.000356071208615932
ENSG00000141068	ENSG00000141068	-0.444087723766258	3.85795081160444	0.000211958984980797	0.000356178120377439
ENSG00000150756	ENSG00000150756	0.26320690270522	3.99654892140584	0.000212547624641127	0.000357136210560781
ENSG00000267023	ENSG00000267023	-0.380659392047595	2.77661393254531	0.000212694725882354	0.000357352297320866
ENSG00000162236	ENSG00000162236	0.19570235127614	5.87298340993465	0.000213041946835367	0.000357904542044145
ENSG00000124786	ENSG00000124786	0.209250647912429	5.04090147026125	0.000213113604197664	0.000357993791816563
ENSG00000265808	ENSG00000265808	0.322786669007756	6.26387162820014	0.000213688706315089	0.000358928652168932
ENSG00000160199	ENSG00000160199	0.157485961561956	4.74051486238483	0.000213842645266173	0.000359155992110236
ENSG00000153048	ENSG00000153048	0.263454554466015	5.20201495868218	0.000214047273117024	0.000359468418853749
ENSG00000140943	ENSG00000140943	-0.236440499773628	7.51116986489871	0.000214598298005976	0.000360362475737086
ENSG00000126010	ENSG00000126010	1.21316631518929	3.50014053645923	0.000214893199106758	0.000360826320760049
ENSG00000151239	ENSG00000151239	0.291764589747776	6.31184603196293	0.000215259829620313	0.000361410515262054
ENSG00000110931	ENSG00000110931	-0.176994853125675	6.36990613252615	0.000215278730275198	0.00036141083787749
ENSG00000249626	ENSG00000249626	0.573764560422053	0.164715848000389	0.000215696274239589	0.000362080346346923
ENSG00000107249	ENSG00000107249	0.555919983304363	3.29833974237659	0.00021594033648773	0.000362458547247368
ENSG00000178498	ENSG00000178498	0.353795871524939	5.13062836831484	0.000216033037787312	0.000362582643264579
ENSG00000130702	ENSG00000130702	0.4029670257971	7.29393698102633	0.000216602111848657	0.000363506176413201
ENSG00000213380	ENSG00000213380	-0.239360068462573	2.8736292543848	0.000218775652601596	0.000367121964641906
ENSG00000282608	ENSG00000282608	0.463371534844774	2.54372085627971	0.000218935453693171	0.000367358211972959
ENSG00000169429	ENSG00000169429	0.909634377645836	2.5368857460057	0.000218982411348618	0.000367405091404604
ENSG00000235560	ENSG00000235560	0.438906478006733	0.429300011089335	0.000220030918504228	0.000369132200057723
ENSG00000130638	ENSG00000130638	0.225592063698513	6.94758011129786	0.000220200872660289	0.000369385242970776
ENSG00000133636	ENSG00000133636	2.58998475863246	5.12997791684592	0.000220919598049834	0.000370558721466241
ENSG00000265763	ENSG00000265763	-0.72310010485839	0.143629543742225	0.000221474055367275	0.000371456485638567
ENSG00000106633	ENSG00000106633	-0.681732922369967	-1.55235051250811	0.00022244042356077	0.000373044891253317
ENSG00000163349	ENSG00000163349	-0.290690978681606	6.6307026533032	0.000222626970707986	0.000373325331609104
ENSG00000170260	ENSG00000170260	0.239873350302781	4.23320036099556	0.000222780618490675	0.000373550558805908
ENSG00000163596	ENSG00000163596	-0.440486481492432	2.60549666987673	0.00022280844918245	0.000373564799627371
ENSG00000281490	ENSG00000281490	-0.440590101331396	2.50404941359929	0.000222924581207202	0.000373727072790135
ENSG00000164440	ENSG00000164440	0.558531818485975	2.74307852037078	0.000223320313106538	0.000374358018794871
ENSG00000124783	ENSG00000124783	0.231558663809045	7.7432015619755	0.000223388260741284	0.000374408166557404
ENSG00000239900	ENSG00000239900	0.280502850951371	2.25103604160574	0.00022338899097943	0.000374408166557404
ENSG00000085760	ENSG00000085760	0.189655310471537	5.43881750545451	0.000223540860913611	0.000374630203099604
ENSG00000107581	ENSG00000107581	-0.246875279980336	8.1347536575983	0.00022398725885844	0.000375345755259137
ENSG00000177685	ENSG00000177685	0.618988109305904	6.15405739510825	0.000225072208852567	0.000377131141522585
ENSG00000108798	ENSG00000108798	0.392994627768497	3.53697233798581	0.000225186281984081	0.000377289557273935
ENSG00000204967	ENSG00000204967	0.931965740754843	0.939352399551522	0.000225609823558177	0.000377966401135796
ENSG00000267248	ENSG00000267248	0.545609274679795	-0.554325150594728	0.000225849301618127	0.000378334790900016
ENSG00000278053	ENSG00000278053	0.302783569022179	5.16947689249214	0.000226104357504755	0.000378729209943368
ENSG00000112031	ENSG00000112031	-0.217589661265097	2.47252622891901	0.000226424958289352	0.00037923334005841
ENSG00000163636	ENSG00000163636	0.165764134419774	6.02860188821938	0.00022717537150395	0.000380457202142463
ENSG00000130413	ENSG00000130413	0.929004830178788	-0.241751398036311	0.000228642418034348	0.000382880914666049
ENSG00000174500	ENSG00000174500	0.542247654750255	1.78151657036595	0.000228804698371787	0.000383119455937088
ENSG00000239218	ENSG00000239218	1.02433288312619	-0.141308389806841	0.000228888642883008	0.000383226798683823
ENSG00000010219	ENSG00000010219	0.31524076254366	3.99489558219268	0.000229197650374839	0.000383710911685687
ENSG00000182768	ENSG00000182768	0.343518277450301	4.09331994275875	0.000229581787598333	0.000384320708217036
ENSG00000268471	ENSG00000268471	-0.324639344216519	2.06805136625649	0.000231043682169257	0.000386734412281926
ENSG00000071189	ENSG00000071189	-0.285919345566118	5.73737524511165	0.00023168274006003	0.000387770505326605
ENSG00000274828	ENSG00000274828	-0.338011450806709	2.40520027731071	0.000232517344125459	0.000389133678750379
ENSG00000166278	ENSG00000166278	0.543796965789432	3.65534108161952	0.000232636406128719	0.000389299211156844
ENSG00000164142	ENSG00000164142	-0.411623560335727	4.73414079767563	0.00023265938975758	0.000389303949011428
ENSG00000120837	ENSG00000120837	-0.191048909985634	5.32179450505966	0.000233279759098713	0.000390308192124453
ENSG00000236861	ENSG00000236861	-0.491509509821152	-1.18525537657174	0.000233313904006052	0.00039033151447033
ENSG00000205667	ENSG00000205667	0.723297828708848	0.211577263473205	0.000233670612186045	0.000390894430742121
ENSG00000123965	ENSG00000123965	0.471463568494812	0.190778004027159	0.000234588857044066	0.000392396531334078
ENSG00000116584	ENSG00000116584	0.330907431073831	6.95112212560758	0.000234732406067494	0.00039260265111791
ENSG00000163879	ENSG00000163879	0.738623539931764	5.5044000840302	0.000235096773828885	0.000393178034527435
ENSG00000148840	ENSG00000148840	0.222420265654438	5.87184660410221	0.000235947181691056	0.000394566105947698
ENSG00000055070	ENSG00000055070	0.176086229254228	6.56989680935303	0.000236643688249788	0.000395662348070746
ENSG00000077782	ENSG00000077782	-0.526473565694644	7.49140746393769	0.000236625010800804	0.000395662348070746
ENSG00000157978	ENSG00000157978	0.268397486224071	5.61113418443337	0.000237095216334983	0.000396382984782277
ENSG00000173597	ENSG00000173597	1.11712083819825	0.990162961004271	0.000237148914353951	0.000396438449938528
ENSG00000233937	ENSG00000233937	0.419153192482607	0.293153128903249	0.000237574849682842	0.00039711611544286
ENSG00000154832	ENSG00000154832	0.301072298324138	5.43533545661979	0.000237889159935813	0.000397607093929748
ENSG00000103502	ENSG00000103502	0.250901819123822	6.64166772300212	0.000238003986361994	0.00039776459975266
ENSG00000164171	ENSG00000164171	-0.518063558688904	6.01363683963715	0.000238772114255762	0.000399013815155087
ENSG00000180385	ENSG00000180385	0.468575402142226	0.956166488039939	0.000238929600191112	0.000399242454501506
ENSG00000118217	ENSG00000118217	0.252376015574485	6.84743306414562	0.000239130042043787	0.000399542825826144
ENSG00000287271	ENSG00000287271	-0.541966871916506	1.05179704882623	0.000239445954086923	0.000400036058207314
ENSG00000160049	ENSG00000160049	-0.223958938826879	5.57083231931477	0.000239570682747062	0.000400209827854353
ENSG00000241106	ENSG00000241106	0.73347549803857	1.46657528278719	0.000239756268958875	0.000400485222978604
ENSG00000082556	ENSG00000082556	1.6700721216982	-0.31242601126966	0.000240091787618406	0.000401010993706758
ENSG00000167881	ENSG00000167881	0.208425107266442	6.81589269513148	0.000240862458798688	0.000402263419994212
ENSG00000012061	ENSG00000012061	0.241193460675102	5.73856500957404	0.000242674729115066	0.000405255049882853
ENSG00000182218	ENSG00000182218	0.437241849852707	2.8151026144619	0.000244394010706898	0.000408090889345307
ENSG00000110172	ENSG00000110172	0.328487580703726	5.0047640087738	0.000244927692466684	0.000408946686523025
ENSG00000137100	ENSG00000137100	0.239124847402651	5.59634511858144	0.000245175889455807	0.000409290341557837
ENSG00000287415	ENSG00000287415	-0.873928864441751	-1.42210629381531	0.000245167559845669	0.000409290341557837
ENSG00000224424	ENSG00000224424	0.423928715280274	1.39367317691612	0.000245386612823487	0.000409606721379428
ENSG00000089006	ENSG00000089006	-0.200094160045577	6.64832016226411	0.000245806234422235	0.000410271715618518
ENSG00000225342	ENSG00000225342	-0.614513098507418	-0.701789696277247	0.000245833879845031	0.000410282409576354
ENSG00000166925	ENSG00000166925	0.313614543882234	5.90649490555978	0.00024587761832212	0.000410319957735549
ENSG00000028277	ENSG00000028277	0.512902298698115	3.34746266680896	0.000246461995251798	0.000411259637580913
ENSG00000196196	ENSG00000196196	-0.862150220966035	2.31271923498996	0.000246629281492566	0.0004115032354356
ENSG00000100360	ENSG00000100360	0.302903034006411	4.16416209932599	0.000248460499227738	0.000414522836521414
ENSG00000164323	ENSG00000164323	-0.271964873995187	5.97109459812629	0.000248908991336968	0.000415235224062827
ENSG00000260418	ENSG00000260418	0.514887629900034	0.838183228248878	0.000250136216901739	0.000417246475961299
ENSG00000170624	ENSG00000170624	-0.487404817049316	4.51767140548378	0.000250782673255682	0.000418288696421453
ENSG00000273117	ENSG00000273117	0.521632654826261	0.927603059766365	0.000252423460715691	0.000420989071406865
ENSG00000006530	ENSG00000006530	0.20407348661751	4.94167675981404	0.000253181433717108	0.000422180313901346
ENSG00000157764	ENSG00000157764	-0.273074206061839	5.35907192116802	0.000253175553320037	0.000422180313901346
ENSG00000271971	ENSG00000271971	0.364227072091711	1.46781072051063	0.000253879121489572	0.000423307169768303
ENSG00000081026	ENSG00000081026	0.45116244391038	5.82217135503224	0.000253964364985107	0.000423412755914585
ENSG00000273080	ENSG00000273080	0.494117847541104	-0.350625109577446	0.000254444989321722	0.000424177451131948
ENSG00000264230	ENSG00000264230	-0.934236125474305	1.39160451891889	0.000254604006668414	0.000424405919477126
ENSG00000233967	ENSG00000233967	-0.484924419374498	0.900071562379974	0.000256532591903952	0.00042758383178607
ENSG00000165905	ENSG00000165905	0.645782224320076	4.43412244390762	0.000256688815015344	0.000427807309849575
ENSG00000105825	ENSG00000105825	-0.953852541774231	4.40687480834149	0.00025672488750502	0.000427830519049515
ENSG00000214717	ENSG00000214717	0.22654941001689	6.31396088130109	0.000257102475180319	0.000428422808206107
ENSG00000140374	ENSG00000140374	-0.307907514900744	6.28499996112912	0.000257565078070084	0.00042915664810746
ENSG00000180787	ENSG00000180787	-0.274630913075426	3.79036459881327	0.000257877876720831	0.000429640778136525
ENSG00000070540	ENSG00000070540	0.353530688208767	5.08471246205173	0.000257928156868379	0.000429687490029609
ENSG00000125864	ENSG00000125864	0.468352308993604	1.98927981775881	0.000258643788380192	0.000430842519955898
ENSG00000152760	ENSG00000152760	-0.4550673812074	-0.365933771633073	0.000259168441088827	0.000431679250297807
ENSG00000183840	ENSG00000183840	0.632262809849548	1.69985808007579	0.000259287075625067	0.000431839617805417
ENSG00000164379	ENSG00000164379	0.890798410779506	1.46193396868291	0.000259848040004345	0.000432736589379649
ENSG00000184908	ENSG00000184908	-0.682615519948218	-1.46179226324863	0.000260397811372096	0.000433577393560262
ENSG00000196411	ENSG00000196411	0.340991597080869	7.04893481111954	0.000260383423496684	0.000433577393560262
ENSG00000255717	ENSG00000255717	0.389107000350928	5.35071790481036	0.000260767302891851	0.00043415519755794
ENSG00000234663	ENSG00000234663	0.796044811168358	-0.74609498931756	0.000260996467689456	0.000434499290143478
ENSG00000029363	ENSG00000029363	-0.210229732675912	7.30631589557271	0.000262307738017889	0.000436644625853475
ENSG00000263874	ENSG00000263874	0.586592193102356	0.732144205182298	0.000263144850360905	0.000438000363542303
ENSG00000180730	ENSG00000180730	1.03764732377929	5.70431665749132	0.00026344967738379	0.000438469963616788
ENSG00000155256	ENSG00000155256	0.251104472241577	5.03382830613437	0.000263743673499716	0.000438921458017532
ENSG00000259985	ENSG00000259985	-0.535193839286152	-0.658683963249606	0.000264035285907391	0.000439368908016106
ENSG00000057657	ENSG00000057657	0.411648671764634	4.46435785485444	0.000264443341791063	0.000440010032447869
ENSG00000164758	ENSG00000164758	0.341694783387033	3.45065498302721	0.000265001290893788	0.000440900433854638
ENSG00000204852	ENSG00000204852	0.309554617053315	5.42456261206673	0.000265314912469998	0.000441384212805324
ENSG00000184786	ENSG00000184786	0.389448896330709	1.38394288476543	0.000266219195832553	0.000442850462851395
ENSG00000156966	ENSG00000156966	0.652201048228077	2.94078527761117	0.000266777021938805	0.000443740185105376
ENSG00000123610	ENSG00000123610	0.473270176999496	3.67694346936664	0.000267539133370735	0.000444969520314753
ENSG00000151692	ENSG00000151692	-0.373698589403785	5.04673721426189	0.000267700137606624	0.000445198971959776
ENSG00000277476	ENSG00000277476	0.466740040975788	1.16485833441237	0.000268901650935514	0.000447158654796614
ENSG00000132436	ENSG00000132436	0.324827759211043	4.19430673466852	0.000269253758270042	0.000447705637997993
ENSG00000038210	ENSG00000038210	0.281023944562899	5.08113921506723	0.00027005143809128	0.000448993345472704
ENSG00000198182	ENSG00000198182	0.313361218013361	3.66934999466679	0.000270105181340335	0.000449044052765284
ENSG00000140598	ENSG00000140598	0.224691400289758	5.19434012830037	0.000270391096009295	0.000449480698107526
ENSG00000167925	ENSG00000167925	0.353063428804452	5.34878186151853	0.00027118312839086	0.000450758533320826
ENSG00000162636	ENSG00000162636	0.456350829918592	6.1588668459003	0.000271231813122789	0.000450800668149879
ENSG00000213235	ENSG00000213235	-0.49457889645732	-1.26749178891366	0.00027162683797769	0.00045141838059644
ENSG00000285632	ENSG00000285632	0.66268817750387	-0.0387769749874491	0.000271665524779323	0.000451443837220384
ENSG00000211658	ENSG00000211658	1.41673951663588	2.41979333561511	0.000271983877178559	0.000451895118202065
ENSG00000267169	ENSG00000267169	-0.370396698523768	0.805638987784978	0.000271967607829648	0.000451895118202065
ENSG00000133398	ENSG00000133398	0.234041531049285	4.56276635766583	0.000272797996854946	0.000453208780808724
ENSG00000072786	ENSG00000072786	0.290240468257026	5.45592249121962	0.00027395575176139	0.000455062388598988
ENSG00000106927	ENSG00000106927	0.983654501991946	1.14401744867144	0.000273960843741911	0.000455062388598988
ENSG00000124299	ENSG00000124299	-0.243847112282951	5.93594658075749	0.000275492773185821	0.000457567654750553
ENSG00000167186	ENSG00000167186	0.28729314404921	4.96168211628465	0.000276564980209238	0.000459308999972667
ENSG00000136938	ENSG00000136938	0.25206696272251	7.32472524493276	0.000278524905847041	0.000462524209675332
ENSG00000177225	ENSG00000177225	0.298573804523674	5.94380342916475	0.000278991250707369	0.000463258808764393
ENSG00000168724	ENSG00000168724	0.200600427684749	6.11542444333215	0.000279650478607052	0.0004643135320783
ENSG00000222035	ENSG00000222035	0.919205576637204	-0.648979149395885	0.000279912712848419	0.000464708988209502
ENSG00000175505	ENSG00000175505	0.46805032815062	2.77831090147702	0.000280249935791528	0.000465228861357802
ENSG00000179604	ENSG00000179604	-0.304269757905828	6.86788210521993	0.000280412446589363	0.000465458639217504
ENSG00000198804	ENSG00000198804	-0.331321185742959	13.2012635463025	0.000281768004591875	0.000467668555091145
ENSG00000285847	ENSG00000285847	-0.617350835043521	0.148023647883972	0.000281889584115745	0.000467830153431956
ENSG00000006071	ENSG00000006071	1.01248550787482	3.71341291879875	0.00028203511698562	0.000468031474093997
ENSG00000153563	ENSG00000153563	0.676604710994852	3.97362497241327	0.000282079206753163	0.000468064431889503
ENSG00000115268	ENSG00000115268	0.378012077230749	8.13017548261363	0.00028355435058615	0.000470471780866034
ENSG00000103316	ENSG00000103316	1.10821531289302	1.84915540490907	0.000284410720351132	0.000471852138074817
ENSG00000267127	ENSG00000267127	0.577405763549591	0.229808532515764	0.000284705884957016	0.000472301269695116
ENSG00000241839	ENSG00000241839	-0.292271938665567	5.51371410835785	0.000286423109650019	0.000475109190470468
ENSG00000057252	ENSG00000057252	0.383467130267185	5.65633025419618	0.000286920807399511	0.000475893891761291
ENSG00000149483	ENSG00000149483	0.208935769874632	4.79345946449243	0.000287620485942428	0.00047701343985541
ENSG00000133612	ENSG00000133612	0.286369159703447	6.2626288455	0.000287709793605446	0.000477120593430338
ENSG00000078804	ENSG00000078804	0.363192636227426	5.62483939565458	0.000288904988454955	0.000479061507894662
ENSG00000229848	ENSG00000229848	0.659924176439352	-0.778248915280381	0.00028897219967147	0.000479131830165089
ENSG00000166377	ENSG00000166377	-0.242712905660065	4.66240923196647	0.000289753942207927	0.000480386770989765
ENSG00000206535	ENSG00000206535	-0.366666882933796	1.6372422928453	0.000290732756927862	0.000481968196887706
ENSG00000198677	ENSG00000198677	-0.270534447625011	6.67202661833054	0.000291176072557021	0.000482661692951478
ENSG00000180901	ENSG00000180901	-0.207412223606995	5.82677394776204	0.000292355082664825	0.000484574473352131
ENSG00000116688	ENSG00000116688	-0.195333283851894	6.99847371851034	0.000293742387190199	0.000486832141020957
ENSG00000110888	ENSG00000110888	-0.270814456656024	4.15720489810851	0.000294085000715189	0.000487325902387688
ENSG00000130164	ENSG00000130164	-0.412161687920351	5.97242764122228	0.000294090763538444	0.000487325902387688
ENSG00000146833	ENSG00000146833	-0.225558284678242	5.83186084705541	0.000294525823843675	0.00048800496311966
ENSG00000239883	ENSG00000239883	-0.42211265554783	1.28274805691157	0.000294731617800518	0.000488304064551493
ENSG00000147403	ENSG00000147403	-0.247265565257511	10.0939422477156	0.000298008095166024	0.000493690110832455
ENSG00000120733	ENSG00000120733	-0.232152116201561	6.98304903021275	0.000298311993877651	0.000494151183135695
ENSG00000268279	ENSG00000268279	-0.530243817798583	-1.33380437771382	0.000298646645625759	0.000494663114138594
ENSG00000226029	ENSG00000226029	-0.392366069596206	0.386148114549681	0.000298967846075224	0.000495152679225067
ENSG00000174780	ENSG00000174780	0.229943383057632	7.2511032710832	0.000299549669335416	0.00049607376872881
ENSG00000186094	ENSG00000186094	0.61730703306552	0.207081060462084	0.000301257587739748	0.000498859427392118
ENSG00000204420	ENSG00000204420	0.564803780346521	0.234904091224836	0.000301532380758898	0.000499271666366709
ENSG00000241945	ENSG00000241945	0.881560795186526	1.28417332142766	0.000303097544802323	0.000501820223730826
ENSG00000143970	ENSG00000143970	-0.282090886086839	5.86697160275855	0.000303523076018571	0.000502481685022432
ENSG00000244480	ENSG00000244480	-0.532866735781289	-0.864887799661954	0.000304339440021194	0.000503790000199607
ENSG00000119321	ENSG00000119321	0.172637452360177	6.0604165458464	0.000304898456796455	0.000504672126501065
ENSG00000135049	ENSG00000135049	-0.322418472815129	4.226201224726	0.000305396401928339	0.000505453023685028
ENSG00000246174	ENSG00000246174	0.576304897505031	1.65579731432925	0.0003056030682642	0.000505751741002982
ENSG00000158985	ENSG00000158985	-0.236131457291933	6.08320780610149	0.00030572676791455	0.000505913114834099
ENSG00000136715	ENSG00000136715	0.191758475048108	5.27682794686395	0.00030583535228126	0.000506049450566971
ENSG00000242294	ENSG00000242294	0.614331276601435	1.97237978219269	0.000306239706912663	0.000506675116318844
ENSG00000146416	ENSG00000146416	-0.289394200533697	5.66115510125209	0.000306756017295239	0.000507485890392175
ENSG00000171155	ENSG00000171155	0.242716955646368	5.05403831703008	0.00030753206276062	0.000508726184998258
ENSG00000177853	ENSG00000177853	-0.300243558351143	5.18245955296046	0.000308237742082287	0.000509849875977877
ENSG00000162139	ENSG00000162139	0.353353353953278	4.41035911134614	0.00030875233943534	0.000510657336747593
ENSG00000025293	ENSG00000025293	0.252060867571445	6.40035558641082	0.000309751177308083	0.000512265494669767
ENSG00000172123	ENSG00000172123	-0.410331976444004	2.84137172926115	0.000309964931563317	0.000512575119666166
ENSG00000070756	ENSG00000070756	0.348883326423545	10.7072440023109	0.000310287323219081	0.000513064325083129
ENSG00000269821	ENSG00000269821	0.622448189976728	3.37087791596809	0.000310554925734514	0.000513462859922915
ENSG00000154237	ENSG00000154237	-0.343233748798915	4.63726261488557	0.000311177614188164	0.000514448365501664
ENSG00000113387	ENSG00000113387	0.354462225558861	7.9714562980105	0.000311717799848677	0.000515297317942559
ENSG00000131408	ENSG00000131408	0.238884568301201	6.13075543867584	0.000312840052238547	0.000517108250974952
ENSG00000261819	ENSG00000261819	0.505282021313524	-0.440907510380155	0.000313217539926826	0.0005176879223397
ENSG00000273007	ENSG00000273007	-0.51538132060827	-0.599533566733203	0.000314260379580353	0.000519367098360276
ENSG00000165025	ENSG00000165025	0.388765951034919	5.32166959504355	0.000314406451234934	0.000519564056882502
ENSG00000140543	ENSG00000140543	-0.432242919633394	0.666250471175714	0.000315595792478011	0.000521484861781732
ENSG00000196659	ENSG00000196659	0.314802964942422	3.85381485334717	0.000316008417557784	0.000522122015940923
ENSG00000178904	ENSG00000178904	0.28917665874416	5.6065314103041	0.000316972853506355	0.000523670707605898
ENSG00000166896	ENSG00000166896	-0.261846445585017	2.84194446278399	0.000317394789663498	0.000524322947384938
ENSG00000269352	ENSG00000269352	0.476271455502241	0.532612106927572	0.000317792223317511	0.000524934601970729
ENSG00000166432	ENSG00000166432	-0.446550246273074	4.58349959645101	0.000318955388296603	0.000526810891853093
ENSG00000105697	ENSG00000105697	0.631564627512183	0.684804999256753	0.000319577895666075	0.000527793946180836
ENSG00000111530	ENSG00000111530	0.305233590041002	7.61823714779502	0.000320035237712401	0.000528504079511726
ENSG00000232721	ENSG00000232721	-0.928729159155805	-1.74460572762168	0.000321144190346729	0.000530290064887436
ENSG00000073578	ENSG00000073578	0.287489318036021	2.82963507337838	0.000322342421770802	0.000532223154168235
ENSG00000132470	ENSG00000132470	-0.496254771503896	7.37559361924555	0.000322624808436137	0.000532643880810982
ENSG00000164073	ENSG00000164073	-0.215991370614704	4.16437714551304	0.000322700341571459	0.000532723055757773
ENSG00000162241	ENSG00000162241	0.344393786943265	3.60612736193902	0.000322990013284669	0.000533155693124262
ENSG00000285601	ENSG00000285601	0.923223962147981	-0.268219996944638	0.000323138713648041	0.00053335557674751
ENSG00000255769	ENSG00000255769	0.534123104389134	1.20520675247247	0.000324583537240795	0.000535694555524791
ENSG00000149182	ENSG00000149182	0.205245092991209	6.77058831233921	0.000325067954653007	0.000536448210147514
