mirbase_id	ensembl_gene_id
hsa-mir-3175	ENSG00000107719
hsa-mir-3175	ENSG00000110108
hsa-mir-3175	ENSG00000147065
hsa-mir-3175	ENSG00000179218
hsa-mir-3175	ENSG00000111684
hsa-mir-3175	ENSG00000265972
hsa-mir-3175	ENSG00000177374
hsa-mir-3175	ENSG00000094916
hsa-mir-3175	ENSG00000274286
hsa-mir-3175	ENSG00000253626
hsa-mir-3176	ENSG00000125741
hsa-mir-3176	ENSG00000137502
hsa-mir-3176	ENSG00000116273
hsa-mir-3176	ENSG00000105866
hsa-mir-3176	ENSG00000113739
hsa-mir-3176	ENSG00000142166
hsa-mir-3176	ENSG00000115461
hsa-mir-3178	ENSG00000131323
hsa-mir-3178	ENSG00000112276
hsa-mir-3182	ENSG00000036549
hsa-mir-3182	ENSG00000143603
hsa-mir-3182	ENSG00000113580
hsa-mir-3183	ENSG00000091622
hsa-mir-3183	ENSG00000183287
hsa-mir-3183	ENSG00000235568
hsa-mir-3183	ENSG00000143603
hsa-mir-3183	ENSG00000174600
hsa-mir-3183	ENSG00000157851
hsa-mir-3185	ENSG00000174130
hsa-mir-3185	ENSG00000114416
hsa-mir-3185	ENSG00000147862
hsa-mir-3185	ENSG00000066117
hsa-mir-3185	ENSG00000164393
hsa-mir-3185	ENSG00000172260
hsa-mir-3185	ENSG00000109572
hsa-mir-3185	ENSG00000117139
hsa-mir-3185	ENSG00000117016
hsa-mir-3185	ENSG00000147065
hsa-mir-3185	ENSG00000079482
hsa-mir-3185	ENSG00000101109
hsa-mir-3185	ENSG00000099977
hsa-mir-3188	ENSG00000148926
hsa-mir-3196	ENSG00000133195
hsa-mir-3196	ENSG00000130592
hsa-mir-3196	ENSG00000155254
hsa-mir-3196	ENSG00000165300
hsa-mir-3196	ENSG00000157933
hsa-mir-3196	ENSG00000124762
hsa-mir-320e	ENSG00000129315
hsa-mir-325	ENSG00000139146
hsa-mir-326	ENSG00000114757
hsa-mir-326	ENSG00000113578
hsa-mir-326	ENSG00000123360
hsa-mir-326	ENSG00000171552
hsa-mir-326	ENSG00000141376
hsa-mir-326	ENSG00000105447
hsa-mir-326	ENSG00000182040
hsa-mir-326	ENSG00000186575
hsa-mir-326	ENSG00000100991
hsa-mir-326	ENSG00000120885
hsa-mir-326	ENSG00000182580
hsa-mir-326	ENSG00000110344
hsa-mir-326	ENSG00000167114
hsa-mir-326	ENSG00000136485
hsa-mir-326	ENSG00000203867
hsa-mir-326	ENSG00000274070
hsa-mir-346	ENSG00000082701
hsa-mir-346	ENSG00000095303
hsa-mir-346	ENSG00000117461
hsa-mir-346	ENSG00000113916
hsa-mir-346	ENSG00000167548
hsa-mir-657	ENSG00000104969
hsa-mir-657	ENSG00000122565
hsa-mir-661	ENSG00000227500
hsa-mir-661	ENSG00000198521
hsa-mir-661	ENSG00000267041
hsa-mir-661	ENSG00000198625
hsa-mir-661	ENSG00000161405
hsa-mir-661	ENSG00000175311
hsa-mir-661	ENSG00000125818
hsa-mir-661	ENSG00000156959
hsa-mir-661	ENSG00000108107
hsa-mir-661	ENSG00000125741
hsa-mir-661	ENSG00000164751
hsa-mir-662	ENSG00000180398
hsa-mir-663a	ENSG00000143248
hsa-mir-663b	ENSG00000130749
hsa-mir-665	ENSG00000221914
hsa-mir-665	ENSG00000148248
hsa-mir-665	ENSG00000115593
hsa-mir-665	ENSG00000121864
hsa-mir-665	ENSG00000169598
hsa-mir-665	ENSG00000168234
hsa-mir-665	ENSG00000130517
hsa-mir-665	ENSG00000182504
hsa-mir-665	ENSG00000166822
hsa-mir-665	ENSG00000108639
hsa-mir-665	ENSG00000277363
hsa-mir-665	ENSG00000178878
hsa-mir-665	ENSG00000143376
hsa-mir-665	ENSG00000142408
hsa-mir-665	ENSG00000171612
hsa-mir-665	ENSG00000189164
hsa-mir-665	ENSG00000166847
hsa-mir-665	ENSG00000198466
hsa-mir-665	ENSG00000163933
hsa-mir-665	ENSG00000124762
hsa-mir-665	ENSG00000142459
hsa-mir-665	ENSG00000156017
hsa-mir-665	ENSG00000166068
hsa-mir-665	ENSG00000151117
hsa-mir-665	ENSG00000140090
hsa-mir-665	ENSG00000185436
hsa-mir-665	ENSG00000125818
hsa-mir-665	ENSG00000198570
hsa-mir-665	ENSG00000170581
hsa-mir-665	ENSG00000092929
hsa-mir-665	ENSG00000076067
hsa-mir-665	ENSG00000099377
hsa-mir-665	ENSG00000127483
hsa-mir-665	ENSG00000221890
hsa-mir-665	ENSG00000163909
hsa-mir-665	ENSG00000225190
hsa-mir-665	ENSG00000101280
hsa-mir-665	ENSG00000127528
hsa-mir-665	ENSG00000148082
hsa-mir-665	ENSG00000091542
hsa-mir-665	ENSG00000145996
hsa-mir-665	ENSG00000152683
hsa-mir-665	ENSG00000107021
hsa-mir-665	ENSG00000172840
hsa-mir-665	ENSG00000163814
hsa-mir-665	ENSG00000188822
hsa-mir-665	ENSG00000102962
hsa-mir-665	ENSG00000152104
hsa-mir-665	ENSG00000072501
hsa-mir-665	ENSG00000119402
hsa-mir-665	ENSG00000090924
hsa-mir-665	ENSG00000089693
hsa-mir-665	ENSG00000165495
hsa-mir-665	ENSG00000167378
hsa-mir-665	ENSG00000115486
hsa-mir-665	ENSG00000186103
hsa-mir-665	ENSG00000183762
hsa-mir-665	ENSG00000105327
hsa-mir-665	ENSG00000274070
hsa-mir-665	ENSG00000057252
hsa-mir-665	ENSG00000096401
hsa-mir-6745	ENSG00000182504
hsa-mir-6745	ENSG00000197063
hsa-mir-6745	ENSG00000270885
hsa-mir-6745	ENSG00000143549
hsa-mir-6745	ENSG00000185219
hsa-mir-6745	ENSG00000198960
hsa-mir-6745	ENSG00000158158
hsa-mir-6745	ENSG00000120029
hsa-mir-6745	ENSG00000069956
hsa-mir-6745	ENSG00000112658
hsa-mir-6745	ENSG00000184678
hsa-mir-6745	ENSG00000143553
hsa-mir-6745	ENSG00000105464
hsa-mir-6745	ENSG00000174013
hsa-mir-6860	ENSG00000167378
hsa-mir-6860	ENSG00000161405
hsa-mir-6860	ENSG00000108306
hsa-mir-6860	ENSG00000203685
hsa-mir-6860	ENSG00000186575
hsa-mir-6860	ENSG00000164220
hsa-mir-6860	ENSG00000112200
hsa-mir-6860	ENSG00000166847
hsa-mir-6860	ENSG00000141298
hsa-mir-6860	ENSG00000155506
hsa-mir-6860	ENSG00000149260
hsa-mir-6860	ENSG00000108433
hsa-mir-6860	ENSG00000173705
hsa-mir-6860	ENSG00000145287
hsa-mir-6860	ENSG00000101695
hsa-mir-6860	ENSG00000042429
hsa-mir-6860	ENSG00000100321
hsa-mir-6860	ENSG00000101109
hsa-mir-6860	ENSG00000135447
hsa-mir-6860	ENSG00000171864
hsa-mir-6860	ENSG00000232119
hsa-mir-6860	ENSG00000105939
hsa-mir-6860	ENSG00000121989
hsa-mir-6860	ENSG00000090863
hsa-mir-6860	ENSG00000139697
hsa-mir-711	ENSG00000164463
hsa-mir-7150	ENSG00000111669
hsa-mir-7150	ENSG00000204673
hsa-mir-7150	ENSG00000135709
hsa-mir-7150	ENSG00000159110
hsa-mir-7150	ENSG00000091622
hsa-mir-7150	ENSG00000160877
hsa-mir-7150	ENSG00000161664
hsa-mir-7150	ENSG00000188215
hsa-mir-7150	ENSG00000186575
hsa-mir-7150	ENSG00000135960
hsa-mir-7150	ENSG00000014216
hsa-mir-7150	ENSG00000177565
hsa-mir-7150	ENSG00000128607
hsa-mir-7150	ENSG00000043143
hsa-mir-7150	ENSG00000171456
hsa-mir-7150	ENSG00000100461
hsa-mir-7150	ENSG00000204619
hsa-mir-7150	ENSG00000146463
hsa-mir-7150	ENSG00000152291
hsa-mir-7150	ENSG00000177733
hsa-mir-7150	ENSG00000147394
hsa-mir-7150	ENSG00000196754
hsa-mir-7150	ENSG00000089693
hsa-mir-7515	ENSG00000143870
hsa-mir-7515	ENSG00000196476
hsa-mir-7515	ENSG00000181722
hsa-mir-7515	ENSG00000111669
hsa-mir-7515	ENSG00000167371
hsa-mir-7515	ENSG00000141480
hsa-mir-7515	ENSG00000167118
hsa-mir-7515	ENSG00000163875
hsa-mir-7515	ENSG00000180398
hsa-mir-7515	ENSG00000004478
hsa-mir-7515	ENSG00000112658
hsa-mir-7515	ENSG00000013297
hsa-mir-7515	ENSG00000159388
hsa-mir-7515	ENSG00000111653
hsa-mir-759	ENSG00000139645
hsa-mir-759	ENSG00000100354
hsa-mir-759	ENSG00000130348
hsa-mir-760	ENSG00000185722
hsa-mir-760	ENSG00000158882
hsa-mir-760	ENSG00000100441
hsa-mir-760	ENSG00000135486
hsa-mir-760	ENSG00000101266
hsa-mir-760	ENSG00000101294
hsa-mir-760	ENSG00000006007
hsa-mir-760	ENSG00000160218
hsa-mir-760	ENSG00000160209
hsa-mir-760	ENSG00000184357
hsa-mir-761	ENSG00000244687
hsa-mir-761	ENSG00000141404
hsa-mir-761	ENSG00000082805
hsa-mir-761	ENSG00000113742
hsa-mir-761	ENSG00000227500
hsa-mir-761	ENSG00000171150
hsa-mir-761	ENSG00000184916
hsa-mir-761	ENSG00000167528
hsa-mir-761	ENSG00000184675
hsa-mir-761	ENSG00000124208
hsa-mir-761	ENSG00000130147
hsa-mir-761	ENSG00000106609
hsa-mir-761	ENSG00000197622
hsa-mir-761	ENSG00000183955
hsa-mir-761	ENSG00000108256
hsa-mir-761	ENSG00000168092
hsa-mir-761	ENSG00000125753
hsa-mir-761	ENSG00000132589
hsa-mir-761	ENSG00000143321
hsa-mir-761	ENSG00000170296
hsa-mir-761	ENSG00000160209
hsa-mir-761	ENSG00000128595
hsa-mir-761	ENSG00000056558
hsa-mir-761	ENSG00000148120
hsa-mir-761	ENSG00000158195
hsa-mir-762	ENSG00000006432
hsa-mir-762	ENSG00000154767
hsa-mir-762	ENSG00000148331
hsa-mir-762	ENSG00000110400
hsa-mir-762	ENSG00000167749
hsa-mir-762	ENSG00000162344
hsa-mir-762	ENSG00000141905
hsa-mir-764	ENSG00000143612
hsa-mir-764	ENSG00000181915
hsa-mir-764	ENSG00000119004
hsa-mir-764	ENSG00000154380
hsa-mir-765	ENSG00000111224
hsa-mir-765	ENSG00000186660
hsa-mir-765	ENSG00000175224
hsa-mir-765	ENSG00000131471
hsa-mir-765	ENSG00000132122
hsa-mir-765	ENSG00000166167
hsa-mir-765	ENSG00000117713
hsa-mir-765	ENSG00000167491
hsa-mir-765	ENSG00000108840
hsa-mir-765	ENSG00000143624
hsa-mir-765	ENSG00000140548
hsa-mir-765	ENSG00000115756
hsa-mir-765	ENSG00000104419
hsa-mir-765	ENSG00000108671
hsa-mir-765	ENSG00000008441
hsa-mir-765	ENSG00000054965
hsa-mir-765	ENSG00000119283
hsa-mir-765	ENSG00000100142
hsa-mir-765	ENSG00000169783
hsa-mir-765	ENSG00000179134
hsa-mir-765	ENSG00000103042
hsa-mir-765	ENSG00000133216
hsa-mir-765	ENSG00000119574
hsa-mir-765	ENSG00000140538
hsa-mir-765	ENSG00000166579
hsa-mir-765	ENSG00000167118
hsa-mir-765	ENSG00000105605
hsa-mir-765	ENSG00000137309
hsa-mir-765	ENSG00000167014
hsa-mir-765	ENSG00000107731
hsa-mir-765	ENSG00000157741
hsa-mir-765	ENSG00000171435
hsa-mir-765	ENSG00000101076
hsa-mir-765	ENSG00000163349
hsa-mir-765	ENSG00000124181
hsa-mir-765	ENSG00000115593
hsa-mir-765	ENSG00000148842
hsa-mir-765	ENSG00000179403
hsa-mir-765	ENSG00000101150
hsa-mir-765	ENSG00000101216
hsa-mir-765	ENSG00000177000
hsa-mir-765	ENSG00000184985
hsa-mir-765	ENSG00000274211
hsa-mir-765	ENSG00000163909
hsa-mir-765	ENSG00000100354
hsa-mir-765	ENSG00000183864
hsa-mir-765	ENSG00000134690
hsa-mir-765	ENSG00000167685
hsa-mir-765	ENSG00000158158
hsa-mir-765	ENSG00000137486
hsa-mir-765	ENSG00000163577
hsa-mir-765	ENSG00000133627
hsa-mir-765	ENSG00000143614
hsa-mir-765	ENSG00000031081
hsa-mir-765	ENSG00000167971
hsa-mir-765	ENSG00000154447
hsa-mir-765	ENSG00000140332
hsa-mir-765	ENSG00000128965
hsa-mir-765	ENSG00000129667
hsa-mir-765	ENSG00000112242
hsa-mir-765	ENSG00000125651
hsa-mir-765	ENSG00000120075
hsa-mir-765	ENSG00000188783
hsa-mir-765	ENSG00000110400
hsa-mir-765	ENSG00000167182
hsa-mir-765	ENSG00000102057
hsa-mir-765	ENSG00000138083
hsa-mir-765	ENSG00000110375
hsa-mir-765	ENSG00000103005
hsa-mir-765	ENSG00000165300
hsa-mir-765	ENSG00000288701
hsa-mir-765	ENSG00000156508
hsa-mir-765	ENSG00000203950
hsa-mir-765	ENSG00000239887
hsa-mir-765	ENSG00000144485
hsa-mir-765	ENSG00000120645
hsa-mir-765	ENSG00000104388
hsa-mir-765	ENSG00000141905
hsa-mir-7702	ENSG00000166263
hsa-mir-7703	ENSG00000150637
hsa-mir-7703	ENSG00000134852
hsa-mir-7703	ENSG00000165185
hsa-mir-7703	ENSG00000115641
hsa-mir-7703	ENSG00000134042
hsa-mir-7703	ENSG00000143603
hsa-mir-7703	ENSG00000124140
hsa-mir-7703	ENSG00000163956
hsa-mir-7703	ENSG00000141448
hsa-mir-7703	ENSG00000114126
hsa-mir-7703	ENSG00000104154
hsa-mir-7703	ENSG00000135452
hsa-mir-7703	ENSG00000167074
hsa-mir-7703	ENSG00000137942
hsa-mir-7704	ENSG00000130720
hsa-mir-7705	ENSG00000109929
hsa-mir-7705	ENSG00000196233
hsa-mir-7974	ENSG00000196422
hsa-mir-7974	ENSG00000157106
hsa-mir-7974	ENSG00000108256
hsa-mir-7974	ENSG00000124145
hsa-mir-7974	ENSG00000115041
hsa-mir-7976	ENSG00000108256
hsa-mir-7976	ENSG00000124788
hsa-mir-7976	ENSG00000260903
hsa-mir-7977	ENSG00000086848
hsa-mir-7977	ENSG00000249115
hsa-mir-7977	ENSG00000161405
hsa-mir-7977	ENSG00000147481
hsa-mir-7977	ENSG00000130517
hsa-mir-7977	ENSG00000203995
hsa-mir-7977	ENSG00000143376
hsa-mir-7977	ENSG00000133466
hsa-mir-7977	ENSG00000132570
hsa-mir-7977	ENSG00000119820
hsa-mir-7977	ENSG00000185591
hsa-mir-7977	ENSG00000028528
hsa-mir-7977	ENSG00000143549
hsa-mir-7977	ENSG00000140265
hsa-mir-7977	ENSG00000170500
hsa-mir-7977	ENSG00000133030
hsa-mir-7977	ENSG00000178662
hsa-mir-7977	ENSG00000152939
hsa-mir-7977	ENSG00000205085
hsa-mir-7977	ENSG00000168243
hsa-mir-7977	ENSG00000196459
hsa-mir-7977	ENSG00000076067
hsa-mir-7977	ENSG00000101236
hsa-mir-7977	ENSG00000119121
hsa-mir-7977	ENSG00000120314
hsa-mir-7977	ENSG00000011451
hsa-mir-7977	ENSG00000130544
hsa-mir-7977	ENSG00000102962
hsa-mir-7977	ENSG00000204388
hsa-mir-7977	ENSG00000114126
hsa-mir-7977	ENSG00000170275
hsa-mir-7977	ENSG00000128394
hsa-mir-7977	ENSG00000180730
hsa-mir-7977	ENSG00000181873
hsa-mir-7977	ENSG00000173436
hsa-mir-7977	ENSG00000183077
hsa-mir-7977	ENSG00000087266
hsa-mir-7977	ENSG00000101445
hsa-mir-7977	ENSG00000153037
hsa-mir-7978	ENSG00000114439
hsa-mir-7978	ENSG00000153404
hsa-mir-7978	ENSG00000198585
hsa-mir-8052	ENSG00000128965
hsa-mir-8052	ENSG00000125851
hsa-mir-8052	ENSG00000188766
hsa-mir-8054	ENSG00000136603
hsa-mir-8054	ENSG00000105810
hsa-mir-8054	ENSG00000184349
hsa-mir-8055	ENSG00000130517
hsa-mir-8055	ENSG00000102383
hsa-mir-8055	ENSG00000122912
hsa-mir-8055	ENSG00000168264
hsa-mir-8055	ENSG00000272047
hsa-mir-8055	ENSG00000128585
hsa-mir-8055	ENSG00000108256
hsa-mir-8055	ENSG00000145012
hsa-mir-8055	ENSG00000150637
hsa-mir-8055	ENSG00000044459
hsa-mir-8057	ENSG00000131016
hsa-mir-8057	ENSG00000143442
hsa-mir-8057	ENSG00000148154
hsa-mir-8059	ENSG00000143190
hsa-mir-8059	ENSG00000167565
hsa-mir-8060	ENSG00000107643
hsa-mir-8060	ENSG00000013016
hsa-mir-8060	ENSG00000135913
hsa-mir-8060	ENSG00000185338
hsa-mir-8060	ENSG00000178538
hsa-mir-8060	ENSG00000164176
hsa-mir-8060	ENSG00000102580
hsa-mir-8060	ENSG00000100926
hsa-mir-8061	ENSG00000169247
hsa-mir-8062	ENSG00000257103
hsa-mir-8063	ENSG00000107105
hsa-mir-8063	ENSG00000196865
hsa-mir-8063	ENSG00000165322
hsa-mir-8063	ENSG00000092199
hsa-mir-8063	ENSG00000134717
hsa-mir-8063	ENSG00000078549
hsa-mir-8063	ENSG00000060237
hsa-mir-8063	ENSG00000128534
hsa-mir-8063	ENSG00000091542
hsa-mir-8063	ENSG00000169967
hsa-mir-8063	ENSG00000170624
hsa-mir-8063	ENSG00000181704
hsa-mir-8064	ENSG00000148411
hsa-mir-8064	ENSG00000105810
hsa-mir-8064	ENSG00000179456
hsa-mir-8064	ENSG00000173068
hsa-mir-8064	ENSG00000171169
hsa-mir-8064	ENSG00000196242
hsa-mir-8064	ENSG00000028839
hsa-mir-8064	ENSG00000181722
hsa-mir-8064	ENSG00000046604
hsa-mir-8064	ENSG00000169925
hsa-mir-8064	ENSG00000118971
hsa-mir-8064	ENSG00000163873
hsa-mir-8065	ENSG00000173674
hsa-mir-8065	ENSG00000082153
hsa-mir-8066	ENSG00000114120
hsa-mir-8066	ENSG00000013293
hsa-mir-8067	ENSG00000138767
hsa-mir-8068	ENSG00000175348
hsa-mir-8072	ENSG00000185813
hsa-mir-8072	ENSG00000155254
hsa-mir-8073	ENSG00000141522
hsa-mir-8073	ENSG00000129315
hsa-mir-8073	ENSG00000171867
hsa-mir-8073	ENSG00000174165
hsa-mir-8073	ENSG00000187792
hsa-mir-8073	ENSG00000160209
hsa-mir-8073	ENSG00000140505
hsa-mir-8073	ENSG00000166441
hsa-mir-8075	ENSG00000140299
hsa-mir-8075	ENSG00000127022
hsa-mir-8076	ENSG00000079102
hsa-mir-8076	ENSG00000156273
hsa-mir-8076	ENSG00000198898
hsa-mir-8077	ENSG00000182149
hsa-mir-8077	ENSG00000135486
hsa-mir-8077	ENSG00000158615
hsa-mir-8077	ENSG00000112902
hsa-mir-8077	ENSG00000121769
hsa-mir-8077	ENSG00000101350
hsa-mir-8080	ENSG00000004455
hsa-mir-8080	ENSG00000140526
hsa-mir-8080	ENSG00000029364
hsa-mir-8080	ENSG00000172380
hsa-mir-8081	ENSG00000151090
hsa-mir-8081	ENSG00000180287
hsa-mir-8082	ENSG00000140157
hsa-mir-8082	ENSG00000119777
hsa-mir-8082	ENSG00000105810
hsa-mir-8082	ENSG00000196935
hsa-mir-8082	ENSG00000173120
hsa-mir-8082	ENSG00000141252
hsa-mir-8082	ENSG00000181847
hsa-mir-8082	ENSG00000127526
hsa-mir-8082	ENSG00000198561
hsa-mir-8082	ENSG00000284922
hsa-mir-8083	ENSG00000169057
hsa-mir-8083	ENSG00000106799
hsa-mir-8083	ENSG00000265972
hsa-mir-8083	ENSG00000128534
hsa-mir-8085	ENSG00000183831
hsa-mir-8085	ENSG00000020922
hsa-mir-8085	ENSG00000161791
hsa-mir-8085	ENSG00000131467
hsa-mir-8085	ENSG00000167580
hsa-mir-8085	ENSG00000141510
hsa-mir-8085	ENSG00000124232
hsa-mir-8085	ENSG00000077549
hsa-mir-8085	ENSG00000133816
hsa-mir-8085	ENSG00000054965
hsa-mir-8085	ENSG00000137266
hsa-mir-8085	ENSG00000011332
hsa-mir-8085	ENSG00000105223
hsa-mir-8085	ENSG00000140443
hsa-mir-8085	ENSG00000076984
hsa-mir-8085	ENSG00000143847
hsa-mir-8085	ENSG00000129675
hsa-mir-8085	ENSG00000173068
hsa-mir-8085	ENSG00000092199
hsa-mir-8085	ENSG00000196361
hsa-mir-8085	ENSG00000198363
hsa-mir-8085	ENSG00000146833
hsa-mir-8085	ENSG00000177150
hsa-mir-8085	ENSG00000146197
hsa-mir-8085	ENSG00000112640
hsa-mir-8085	ENSG00000186174
hsa-mir-8085	ENSG00000182158
hsa-mir-8085	ENSG00000141905
hsa-mir-8085	ENSG00000162430
hsa-mir-8085	ENSG00000188803
hsa-mir-8085	ENSG00000188322
hsa-mir-8085	ENSG00000153885
hsa-mir-8085	ENSG00000173120
hsa-mir-8085	ENSG00000140718
hsa-mir-8085	ENSG00000277363
hsa-mir-8085	ENSG00000167191
hsa-mir-8085	ENSG00000148229
hsa-mir-8085	ENSG00000095539
hsa-mir-8085	ENSG00000167685
hsa-mir-8085	ENSG00000086712
hsa-mir-8085	ENSG00000125492
hsa-mir-8085	ENSG00000169992
hsa-mir-8085	ENSG00000140332
hsa-mir-8085	ENSG00000187189
hsa-mir-8085	ENSG00000164086
hsa-mir-8085	ENSG00000102962
hsa-mir-8085	ENSG00000090447
hsa-mir-8085	ENSG00000166900
hsa-mir-8085	ENSG00000197757
hsa-mir-8085	ENSG00000186951
hsa-mir-8085	ENSG00000130382
hsa-mir-8085	ENSG00000065989
hsa-mir-8085	ENSG00000104881
hsa-mir-8085	ENSG00000177733
hsa-mir-8085	ENSG00000089693
hsa-mir-8085	ENSG00000198879
hsa-mir-8085	ENSG00000198355
hsa-mir-8085	ENSG00000197106
hsa-mir-8085	ENSG00000186288
hsa-mir-8085	ENSG00000129103
hsa-mir-8085	ENSG00000184388
hsa-mir-8085	ENSG00000204673
hsa-mir-8086	ENSG00000147140
hsa-mir-8087	ENSG00000092199
hsa-mir-8087	ENSG00000163026
hsa-mir-8087	ENSG00000261115
hsa-mir-8089	ENSG00000071967
hsa-mir-8089	ENSG00000107021
hsa-mir-8089	ENSG00000176095
hsa-mir-8089	ENSG00000036672
hsa-mir-8089	ENSG00000182040
hsa-mir-8089	ENSG00000172943
hsa-mir-8089	ENSG00000110400
hsa-mir-8089	ENSG00000182732
hsa-mir-8089	ENSG00000105808
hsa-mir-8089	ENSG00000206557
hsa-mir-8089	ENSG00000203950
hsa-mir-8485	ENSG00000144524
hsa-mir-8485	ENSG00000162989
hsa-mir-8485	ENSG00000186222
hsa-mir-8485	ENSG00000182378
hsa-mir-8485	ENSG00000065413
hsa-mir-8485	ENSG00000125398
hsa-mir-8485	ENSG00000185551
hsa-mir-8485	ENSG00000170632
hsa-mir-8485	ENSG00000160877
hsa-mir-8485	ENSG00000184937
hsa-mir-8485	ENSG00000005893
hsa-mir-8485	ENSG00000144649
hsa-mir-8485	ENSG00000172818
hsa-mir-8485	ENSG00000078687
hsa-mir-8485	ENSG00000141551
hsa-mir-8485	ENSG00000146021
hsa-mir-8485	ENSG00000148180
hsa-mir-8485	ENSG00000101096
hsa-mir-8485	ENSG00000165322
hsa-mir-8485	ENSG00000182022
hsa-mir-8485	ENSG00000108064
hsa-mir-8485	ENSG00000116604
hsa-mir-8485	ENSG00000134779
hsa-mir-8485	ENSG00000166415
hsa-mir-8485	ENSG00000168314
hsa-mir-8485	ENSG00000188042
hsa-mir-8485	ENSG00000006432
hsa-mir-8485	ENSG00000160199
hsa-mir-8485	ENSG00000163297
hsa-mir-8485	ENSG00000228741
hsa-mir-8485	ENSG00000112715
hsa-mir-8485	ENSG00000172888
hsa-mir-8485	ENSG00000175029
hsa-mir-8485	ENSG00000172869
hsa-mir-8485	ENSG00000184640
hsa-mir-8485	ENSG00000124496
hsa-mir-8485	ENSG00000179873
hsa-mir-8485	ENSG00000171466
hsa-mir-8485	ENSG00000076108
hsa-mir-8485	ENSG00000111605
hsa-mir-8485	ENSG00000108352
hsa-mir-8485	ENSG00000115665
hsa-mir-8485	ENSG00000100731
hsa-mir-8485	ENSG00000214357
hsa-mir-8485	ENSG00000136816
hsa-mir-8485	ENSG00000184517
hsa-mir-8485	ENSG00000033800
hsa-mir-8485	ENSG00000152348
hsa-mir-8485	ENSG00000106682
hsa-mir-8485	ENSG00000163472
hsa-mir-8485	ENSG00000143674
hsa-mir-8485	ENSG00000134769
hsa-mir-8485	ENSG00000087111
hsa-mir-8485	ENSG00000157193
hsa-mir-8485	ENSG00000149289
hsa-mir-8485	ENSG00000112146
hsa-mir-8485	ENSG00000099365
hsa-mir-8485	ENSG00000123643
hsa-mir-8485	ENSG00000184007
hsa-mir-8485	ENSG00000275004
hsa-mir-8485	ENSG00000069667
hsa-mir-8485	ENSG00000100433
hsa-mir-8485	ENSG00000106415
hsa-mir-8485	ENSG00000152932
hsa-mir-8485	ENSG00000137166
hsa-mir-8485	ENSG00000102908
hsa-mir-8485	ENSG00000143797
hsa-mir-8485	ENSG00000167202
hsa-mir-8485	ENSG00000148411
hsa-mir-8485	ENSG00000154760
hsa-mir-8485	ENSG00000166750
hsa-mir-8485	ENSG00000142961
hsa-mir-8485	ENSG00000157654
hsa-mir-8485	ENSG00000154359
hsa-mir-8485	ENSG00000142686
hsa-mir-8485	ENSG00000206052
hsa-mir-8485	ENSG00000083312
hsa-mir-8485	ENSG00000185352
hsa-mir-8485	ENSG00000112139
hsa-mir-8485	ENSG00000139117
hsa-mir-8485	ENSG00000174437
hsa-mir-8485	ENSG00000107731
hsa-mir-8485	ENSG00000179542
hsa-mir-8485	ENSG00000142178
hsa-mir-8485	ENSG00000182040
hsa-mir-8485	ENSG00000144840
hsa-mir-8485	ENSG00000153814
hsa-mir-8485	ENSG00000162761
hsa-mir-8485	ENSG00000143858
hsa-mir-8485	ENSG00000100614
hsa-mir-8485	ENSG00000103522
hsa-mir-8485	ENSG00000135903
hsa-mir-8485	ENSG00000186575
hsa-mir-8485	ENSG00000131116
hsa-mir-8485	ENSG00000139767
hsa-mir-8485	ENSG00000165449
hsa-mir-8485	ENSG00000101558
hsa-mir-8485	ENSG00000145907
hsa-mir-8485	ENSG00000170500
hsa-mir-8485	ENSG00000146263
hsa-mir-8485	ENSG00000173166
hsa-mir-8485	ENSG00000264343
hsa-mir-8485	ENSG00000178904
hsa-mir-8485	ENSG00000144644
hsa-mir-8485	ENSG00000186766
hsa-mir-8485	ENSG00000178662
hsa-mir-8485	ENSG00000183354
hsa-mir-8485	ENSG00000180530
hsa-mir-8485	ENSG00000137992
hsa-mir-8485	ENSG00000116539
hsa-mir-8485	ENSG00000125637
hsa-mir-8485	ENSG00000175727
hsa-mir-8485	ENSG00000091640
hsa-mir-8485	ENSG00000108312
hsa-mir-8485	ENSG00000158445
hsa-mir-8485	ENSG00000168280
hsa-mir-8485	ENSG00000108924
hsa-mir-8485	ENSG00000159267
hsa-mir-8485	ENSG00000169635
hsa-mir-8485	ENSG00000127022
hsa-mir-8485	ENSG00000107779
hsa-mir-8485	ENSG00000107742
hsa-mir-8485	ENSG00000168758
hsa-mir-8485	ENSG00000168395
hsa-mir-8485	ENSG00000141314
hsa-mir-8485	ENSG00000108433
hsa-mir-8485	ENSG00000181847
hsa-mir-8485	ENSG00000151012
hsa-mir-8485	ENSG00000160785
hsa-mir-8485	ENSG00000198929
hsa-mir-8485	ENSG00000101265
hsa-mir-8485	ENSG00000170871
hsa-mir-8485	ENSG00000117016
hsa-mir-8485	ENSG00000118363
hsa-mir-8485	ENSG00000103365
hsa-mir-8485	ENSG00000100354
hsa-mir-8485	ENSG00000164080
hsa-mir-8485	ENSG00000107929
hsa-mir-8485	ENSG00000198876
hsa-mir-8485	ENSG00000156599
hsa-mir-8485	ENSG00000105321
hsa-mir-8485	ENSG00000181722
hsa-mir-8485	ENSG00000023516
hsa-mir-8485	ENSG00000150938
hsa-mir-8485	ENSG00000159147
hsa-mir-8485	ENSG00000183508
hsa-mir-8485	ENSG00000104331
hsa-mir-8485	ENSG00000258724
