logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-6892-5p	-1.71650609760374	1.14765473244293	-13.0248563336438	1.63227269267909e-35	2.18316472645829e-34	69.6532017398418
hsa-miR-193a-5p	-1.1596870258329	8.72645230728605	-12.8341981519647	1.29979370260822e-34	1.70299501443771e-33	67.4059304098971
hsa-miR-6715a-3p	-2.09882362426519	-1.83732104038854	-12.7609919161572	2.86754900999451e-34	3.68193292883295e-33	66.865535508937
hsa-miR-200c-5p	2.08706426852064	4.88585979858284	12.6777850841068	7.02251852659423e-34	8.77587719596377e-33	65.9001496389882
hsa-miR-452-5p	-2.44267675802014	4.81627974385242	-12.6766561349685	7.1081871369177e-34	8.77587719596377e-33	65.7792405107174
hsa-miR-335-3p	-1.96598865578596	5.96176766426092	-12.5921509999316	1.75806276780534e-33	2.12957791873779e-32	64.8607626357386
hsa-miR-377-5p	-1.81317160776681	0.547702679089892	-12.2688371382569	5.40955572290997e-32	6.43136069279296e-31	61.6250097538207
hsa-let-7c-3p	-1.9279123460934	4.36295615044597	-12.1656948588477	1.59332245452642e-31	1.85984184691993e-30	60.4280400281463
hsa-miR-126-5p	-1.34707697400643	7.63899229549636	-12.1202198111634	2.56021168719443e-31	2.93509982710504e-30	59.8880228178413
hsa-miR-99a-3p	-1.76860776852366	1.47707482338253	-12.0433170549154	5.69344245792563e-31	6.4126141368215e-30	59.261875718846
hsa-miR-1	-1.93969250447113	1.87165884876978	-11.8930408100378	2.68648893022838e-30	2.97366533311487e-29	57.7044118066565
hsa-miR-16-1-3p	1.50387804599503	1.79715254522391	11.8736289911549	3.27937365189791e-30	3.56840319409909e-29	57.5924757141672
hsa-miR-378d	-1.72860581254067	-1.22833146710681	-11.6938180746008	2.05713988844243e-29	2.16505542357383e-28	55.7783645652227
hsa-miR-224-3p	-2.30853180458874	0.253115253569784	-11.6939450733791	2.05448806068641e-29	2.16505542357383e-28	55.7327178826894
hsa-miR-365a-3p	-1.31770563361357	6.54064078109687	-11.53443046795	1.03018595733694e-28	1.05052642355499e-27	53.9612290056844
hsa-miR-365b-3p	-1.31727696923101	6.54082562588117	-11.5343625029192	1.03089041563807e-28	1.05052642355499e-27	53.9605555570949
hsa-miR-7705	1.86804502164583	-0.294067902926019	11.4910099392378	1.59339691881162e-28	1.59837628418291e-27	53.7646901551565
hsa-miR-585-5p	-1.65638049467818	-1.81170796832446	-11.4660553583254	2.04620069135336e-28	2.0210166828444e-27	53.5084664497472
hsa-miR-28-3p	-0.830739473358892	11.905048071259	-11.3916290818625	4.30433804405566e-28	4.18694700649051e-27	52.4507669786324
hsa-miR-891a-5p	-2.15031661788598	-0.0709226971856409	-11.3789127130025	4.88578933937668e-28	4.6816070983281e-27	52.6067234752752
hsa-miR-483-5p	-1.97943363825493	0.548550011479716	-11.3119098012624	9.50924752204539e-28	8.97784839581344e-27	51.9309350914562
hsa-miR-140-3p	-1.21541596747683	9.32210645610912	-11.2256084627887	2.23269821019213e-27	2.07738007383093e-26	50.8561938094043
hsa-miR-381-5p	-1.67451786743386	-1.07660052220392	-11.15348406014	4.53976753245364e-27	4.16361536547891e-26	50.4314546376499
hsa-miR-181b-3p	1.92483952016483	4.0318802485843	10.9726236829218	2.65143355093428e-26	2.39749343619691e-25	48.6271205648224
hsa-miR-143-3p	-1.25951560551294	15.3214209048712	-10.9654502937887	2.84243047050962e-26	2.53450050287108e-25	48.2249428247307
hsa-miR-195-3p	-1.30884999229663	2.0169844936953	-10.8730803767809	6.94032056450104e-26	6.10367918138311e-25	47.6476987225289
hsa-miR-3610	1.80795964941466	-0.20663920381008	10.8352214034209	9.99025955634108e-26	8.66722518266347e-25	47.387217923611
hsa-miR-1301-3p	1.72891451691161	3.39834399340928	10.803634067919	1.35286266675862e-25	1.15805044274538e-24	47.0298936332376
hsa-miR-493-3p	1.64602236019245	1.47404325073955	10.7146778191486	3.16623439333398e-25	2.67463484279002e-24	46.2302123419304
hsa-miR-671-5p	1.59951209452937	1.70932677229786	10.679357590569	4.4313655951745e-25	3.69472300272991e-24	45.8943242333085
hsa-miR-299-5p	-1.50923843714158	1.22306693779351	-10.6244806704452	7.45851821311564e-25	6.13893422156441e-24	45.3205295865074
hsa-miR-32-5p	1.30405601159768	4.45771186990169	10.6198216764528	7.79487681416834e-25	6.3345707780963e-24	45.2430251615357
hsa-miR-381-3p	-1.34827187258463	4.63368897658027	-10.5522021789375	1.47616190977333e-24	1.18461993259309e-23	44.5244812758612
hsa-miR-379-5p	-1.39331924445458	9.29474724496151	-10.4243969353751	4.89379208155454e-24	3.87878335352842e-23	43.2283124299206
hsa-miR-296-5p	-1.83228314167651	1.39683838041504	-10.3741902629367	7.81282632706408e-24	6.11687134387212e-23	42.9789489490843
hsa-miR-370-5p	-1.35249219720742	1.81078334220964	-10.3566000998917	9.20049405700366e-24	7.11652672842934e-23	42.8155112300588
hsa-miR-106b-5p	1.13686418733182	7.68403566262931	10.3263898952757	1.21770312383105e-23	9.30673101785156e-23	42.4064053865269
hsa-miR-181b-5p	1.27286216394384	8.15813434593407	10.2742438983177	1.97253025000578e-23	1.48984049471025e-22	41.9186113880261
hsa-miR-654-5p	-1.45522735667128	0.317398281408134	-10.2600458294317	2.24864288707177e-23	1.67863806220939e-22	41.983285162283
hsa-miR-433-3p	-1.51957769029419	-0.0781597737993669	-10.2390192518811	2.72942580543675e-23	2.01412800814988e-22	41.8020629073775
hsa-miR-30e-3p	-0.764132074289177	12.4893368999191	-10.2374377539113	2.76946130319375e-23	2.02044790528453e-22	41.4631110180498
hsa-miR-199b-5p	-1.35217699968841	7.7577789909439	-10.1926070850952	4.18168259199217e-23	3.0164496899539e-22	41.1307212971401
hsa-miR-1468-5p	-1.42878055819394	2.33775618117062	-10.1764152574766	4.85107639581791e-23	3.46043449568344e-22	41.1475498422253
hsa-miR-1247-5p	-1.93062175974922	1.99886872879352	-10.1744187377533	4.94065123815935e-23	3.48560230208605e-22	41.1266877389964
hsa-miR-452-3p	-2.22195546390758	0.711960370051988	-10.1666620100824	5.30449920326499e-23	3.70161792227839e-22	41.0981607103127
hsa-miR-590-3p	1.40763346574815	2.01404274448342	10.1029493128422	9.49385050646481e-23	6.55381938188216e-22	40.5780615977097
hsa-miR-551b-3p	-1.98868359224608	0.148448858071161	-10.0943748335357	1.02652812428154e-22	7.01096867860372e-22	40.4732606870608
hsa-miR-183-3p	1.78987232705726	-0.101810014792448	10.0566945974039	1.44612409164577e-22	9.7727543877535e-22	40.1887871306583
hsa-miR-218-5p	-1.05307905316424	5.12076941763708	-10.0158565041633	2.09425419141778e-22	1.40053249051064e-21	39.6114366600836
hsa-miR-483-3p	-1.99970677606376	1.1641551554477	-9.99852014564832	2.44990248850903e-22	1.62148185321938e-21	39.5734580233643
hsa-miR-503-5p	1.95887513983445	2.92885239815936	9.89093059102913	6.45441266558492e-22	4.22829890949542e-21	38.6707459762234
hsa-miR-190b	2.86746842956915	2.95648583019105	9.83724889967445	1.04339396831676e-21	6.76625179453902e-21	38.2110116244319
hsa-miR-432-5p	-1.34526628240158	2.34411773020011	-9.72413611782182	2.85152836454094e-21	1.83068121003528e-20	37.1203291609259
hsa-miR-192-5p	1.24288638570836	8.47295927973102	9.71090582246183	3.20546353729731e-21	2.03753226826225e-20	36.871227027634
hsa-miR-1262	-1.45267065473383	-0.662028497912024	-9.6350601443538	6.25379610084373e-21	3.93621283994282e-20	36.4459051741428
hsa-miR-15a-5p	0.909454023029377	7.00111302663348	9.60004825824538	8.50214085535193e-21	5.29939264964654e-20	35.939915137002
hsa-miR-128-3p	0.956136012415336	6.73834415469104	9.55499834413135	1.26064684618653e-20	7.78206995434374e-20	35.5591762074991
hsa-miR-126-3p	-1.20848050129086	11.2738883953423	-9.49737345025239	2.08202231245805e-20	1.27300792818864e-19	34.9241733894795
hsa-miR-654-3p	-1.35340614492237	3.98349042424005	-9.46988621425411	2.64273934912063e-20	1.60060251144853e-19	34.8555436664052
hsa-miR-376c-3p	-1.34940437534507	1.74100302421589	-9.43034079042757	3.72084276288031e-20	2.23250565772818e-19	34.6068977903992
hsa-miR-487a-5p	-1.45367366273706	-0.382389565894199	-9.42058393589692	4.04786371889349e-20	2.40623009956446e-19	34.5958623347942
hsa-miR-369-5p	-1.44076858670849	1.63219088684371	-9.38646905687626	5.43135681304137e-20	3.19901933391978e-19	34.2342567861385
hsa-miR-92b-3p	1.2716779936835	6.58023049013231	9.38143889512648	5.6715764914048e-20	3.31013827952898e-19	34.0858999253212
hsa-miR-676-3p	-1.36022223467983	-0.717560001581472	-9.36097829788032	6.76197528811621e-20	3.91098030177532e-19	34.0977944474679
hsa-miR-326	-1.66549811700875	2.83115035232663	-9.31273018574312	1.02243859179567e-19	5.86076407082872e-19	33.5535885630625
hsa-miR-7-5p	1.97228058551816	0.437875459119114	9.26068016120024	1.59412857766754e-19	9.05690749435892e-19	33.2672685881546
hsa-miR-431-3p	-1.26863005994749	2.87131451725023	-9.22212562961076	2.21229548108168e-19	1.24587166566179e-18	32.8014583696908
hsa-miR-329-3p	-1.33587621018277	-0.606640456970297	-9.15948817302639	3.75882631571414e-19	2.0984056475552e-18	32.4031239164967
hsa-miR-148b-5p	1.3021009226332	0.867016431030783	9.09074492267401	6.70281960703412e-19	3.7096639549275e-18	31.8411886251131
hsa-miR-6716-3p	-1.17366657296197	-0.349869894039116	-9.08729498296036	6.89961011069757e-19	3.78593990689559e-18	31.8013755068437
hsa-miR-605-5p	-1.39683028913981	-1.18041782402986	-9.05271405727292	9.21680476783133e-19	5.0145666618201e-18	31.5259836735344
hsa-miR-130b-3p	1.25982688739379	3.12438543097191	9.05005268313396	9.42416134395857e-19	5.08429544774908e-18	31.4479437242837
hsa-miR-4746-5p	1.42447003114116	1.11345605074593	9.04764454397901	9.61576150415566e-19	5.14443240472328e-18	31.4832049595785
hsa-miR-130a-3p	-1.1636746927558	5.89306678499065	-9.02448516333172	1.16667892617897e-18	6.19014769096611e-18	31.0588095066674
hsa-miR-181a-3p	1.01117513795107	7.77997969088805	9.00091508236264	1.4198109921964e-18	7.47146440155808e-18	30.8616406362017
hsa-miR-93-5p	1.03401177065475	12.0213637008867	8.98265960436131	1.65256157779653e-18	8.62556530849896e-18	30.6205714226436
hsa-miR-4677-3p	0.985252523574539	3.0470470338506	8.94621828623428	2.23582696489435e-18	1.15758138021143e-17	30.5890683605673
hsa-miR-144-3p	-1.77397145796403	0.930179910064387	-8.9050441370895	3.1423262057019e-18	1.6138987392485e-17	30.2476757243195
hsa-miR-224-5p	-2.10223304603576	3.79673154729087	-8.86073336801261	4.52594951249697e-18	2.30607903731988e-17	29.7628728274716
hsa-miR-758-5p	-1.22241505363311	2.80374775612515	-8.85343859495006	4.80546151040548e-18	2.42921755092938e-17	29.7666949499462
hsa-miR-342-5p	1.4800965227478	4.27339338046477	8.76780988099969	9.68128919948078e-18	4.85577161411458e-17	29.1091898145786
hsa-miR-3677-5p	1.63977582031527	0.137679369707859	8.73495967842065	1.26473084604963e-17	6.29424188499119e-17	28.9546202282827
hsa-miR-181c-3p	1.11171914496727	5.34392395287904	8.731840797249	1.29717695886913e-17	6.40605851995373e-17	28.7620151823333
hsa-miR-7706	1.40467814197616	0.51418256962066	8.66548312518219	2.21974624116755e-17	1.08784510445005e-16	28.3949582498455
hsa-miR-154-5p	-1.25830075899985	1.96513600231096	-8.59213021248543	4.00419002842745e-17	1.94749242291699e-16	27.7116891844597
hsa-miR-675-3p	-1.5950211994813	4.68989376071908	-8.5769702499173	4.52110660096414e-17	2.18236875023983e-16	27.4757008351108
hsa-miR-148b-3p	0.900369282986861	7.3118399887701	8.56932346677964	4.80632671564963e-17	2.30273265033363e-16	27.3970686867358
hsa-miR-328-3p	-1.22163042036744	5.15160517573168	-8.52419790870356	6.88979739121488e-17	3.27648142604441e-16	27.0549200626731
hsa-miR-215-5p	-1.28077715853918	2.17447351177713	-8.51500243453585	7.41297774981451e-17	3.49936155542714e-16	27.0953131236598
hsa-miR-129-5p	-1.67170936913109	0.626673458106522	-8.50258980836619	8.18192011003978e-17	3.83415526324492e-16	27.0472666967215
hsa-miR-491-5p	-1.10833849280001	1.37544211279873	-8.45937094845053	1.15264721806031e-16	5.36231531880232e-16	26.6990714915543
hsa-miR-127-3p	-1.08520524006299	8.93786140404315	-8.34614765352456	2.80977989215693e-16	1.29775445378759e-15	25.5744562870694
hsa-let-7i-3p	-1.1615844470381	6.11227340695833	-8.3025513649702	3.94940969878015e-16	1.81108644758347e-15	25.3058128229048
hsa-miR-340-5p	1.00072213930389	3.86691254128661	8.22858178979454	7.01364775711143e-16	3.19344812770606e-15	24.8871635637361
hsa-miR-342-3p	1.24136630054431	8.25858875219519	8.22694975131638	7.10274308883154e-16	3.21124018523229e-15	24.722144081965
hsa-let-7a-2-3p	-1.39054253166238	2.25638494906119	-8.21841027556818	7.58745764870671e-16	3.40639707025854e-15	24.7969541247974
hsa-miR-454-3p	1.18619146953093	2.84672609635713	8.10810452056026	1.77099710908386e-15	7.89569544466554e-15	24.0277106076827
hsa-miR-142-3p	1.54674866922694	10.4749126489941	8.0990887721395	1.89724638745195e-15	8.40022193616657e-15	23.7045743515723
hsa-miR-493-5p	1.26173324886581	2.72339074112886	8.09622284661631	1.93920817800632e-15	8.52720308410998e-15	23.9444892985798
hsa-miR-494-3p	-1.33218737015178	0.354298046478433	-8.05011613774224	2.75478049408667e-15	1.20310821578479e-14	23.6072869709182
hsa-miR-32-3p	1.21019107206948	-0.330218220254861	8.01603231692257	3.56720419004688e-15	1.5473953310879e-14	23.4016449125047
hsa-miR-129-2-3p	-1.26825275732045	-1.88417732028346	-7.98081573868601	4.65460749640273e-15	2.00554229039635e-14	23.1357208266454
hsa-miR-487b-3p	-1.03634391369952	2.05277871750485	-7.97775568642247	4.76325601703168e-15	2.03867357528956e-14	23.0084123922089
hsa-miR-211-5p	-1.13298468901503	-2.21965595899664	-7.97127335574692	5.0017418230766e-15	2.1265683777584e-14	23.0690482831782
hsa-miR-585-3p	-1.21293789300031	-1.43815027777485	-7.96700794765115	5.16505039057901e-15	2.18155417812614e-14	23.0295710113942
hsa-miR-133b	-1.36460997322586	-1.58151245670745	-7.96117645391555	5.39685655591325e-15	2.26456333914791e-14	22.9866230837731
hsa-miR-27a-5p	-1.0758004584884	3.62886296212596	-7.94422491363562	6.13053803812406e-15	2.55571780550367e-14	22.6897064708008
hsa-miR-101-5p	-0.930659446084588	2.64842177131254	-7.92009801717186	7.3471487916772e-15	3.04314162855275e-14	22.560348248985
hsa-miR-6510-3p	-2.05882232490462	1.34751256694619	-7.91245433254497	7.78009772663345e-15	3.20180944903761e-14	22.5198785129845
hsa-miR-134-5p	-1.06242178951709	8.29713309687686	-7.89753106267737	8.69911898984968e-15	3.5572193576328e-14	22.2050758753195
hsa-miR-539-5p	-1.3067633620584	2.66414347238607	-7.82227017757473	1.52354428334653e-14	6.19060398676247e-14	21.8294304923509
hsa-miR-206	-1.77219684479791	-1.6180948425439	-7.80192762386942	1.77135065518134e-14	7.15224604167562e-14	21.815183637734
hsa-miR-33b-5p	1.97072156830541	1.63255905786462	7.78797415062158	1.96388250327879e-14	7.88007854440615e-14	21.7098014743487
hsa-miR-3613-5p	1.01326193223379	3.0293747285206	7.73365468993059	2.93035246187071e-14	1.16128782748209e-13	21.2545269485195
hsa-miR-200b-5p	1.30148099630099	3.92657503556189	7.73388564540896	2.92538505092568e-14	1.16128782748209e-13	21.226004762949
hsa-miR-196a-5p	2.3323054034084	8.01446783624241	7.72915796732972	3.02874129955425e-14	1.19291528485511e-13	21.0626064046355
hsa-miR-758-3p	-1.10176430679865	3.04304969842601	-7.70961265742444	3.49559189599702e-14	1.36839633977444e-13	21.0014111787358
hsa-miR-3065-3p	1.57242739951822	4.76930215306254	7.68122282205085	4.30245582527598e-14	1.67404644838011e-13	20.8195577676066
hsa-miR-3065-5p	1.7777654433238	1.03991288142399	7.66912492371459	4.69966636330995e-14	1.81758181038855e-13	20.8582471421533
hsa-miR-1271-5p	-1.18852976428895	1.38421562323405	-7.66493811820188	4.84537579195905e-14	1.86271332840582e-13	20.7527945467987
hsa-miR-379-3p	-1.15447359336869	-0.749562502288458	-7.65547675817934	5.19123921002713e-14	1.9837949838318e-13	20.7543041068314
hsa-miR-210-3p	2.07792592756692	7.88845034396406	7.65461124848064	5.22406628622654e-14	1.98452695606949e-13	20.5249823762066
hsa-miR-140-5p	-0.806898788450002	5.0614804840341	-7.64722507463708	5.51265508582771e-14	2.08183797947141e-13	20.4851970289562
hsa-miR-155-5p	1.14981770350948	8.21187922469795	7.58773125820021	8.48720734973733e-14	3.18642521551542e-13	20.0136059250852
hsa-miR-6499-5p	-1.19098553305639	-2.08291770974784	-7.56361688254032	1.01012107217084e-13	3.77033562984699e-13	20.1150189903192
hsa-miR-655-3p	-1.06127225069759	1.04474630746707	-7.54969764814651	1.11666707333455e-13	4.14393214497562e-13	19.9505491067487
hsa-miR-107	0.685598876271361	5.82923626858391	7.54500908416157	1.15498937762527e-13	4.26151253123806e-13	19.7739525931215
hsa-miR-375	2.14344788690207	12.8924183076632	7.52882565341033	1.29748074197857e-13	4.75990077914425e-13	19.5110069727509
hsa-miR-760	1.63608813892991	0.636107220407343	7.45545042497538	2.19291273622173e-13	7.99914759462697e-13	19.3498159223198
hsa-miR-134-3p	-1.27609883359844	0.186015601012656	-7.40701882092996	3.09333699067958e-13	1.12199002712785e-12	18.9771594042055
hsa-miR-98-5p	0.674492512244735	5.70354809876642	7.40173553299931	3.21126192774263e-13	1.15821918966897e-12	18.7738930244683
hsa-miR-940	1.55281801664072	1.5823520532537	7.39039247489054	3.47958622312612e-13	1.24798567332233e-12	18.8839125727756
hsa-miR-574-3p	-0.799678405882327	6.48293648813823	-7.37016190140506	4.01397139606977e-13	1.43164979793155e-12	18.4902834039437
hsa-miR-4724-5p	1.7054158549813	-0.655836086073942	7.34943671454129	4.64502968502177e-13	1.64757406507402e-12	18.6243615053439
hsa-miR-151b	-0.897267743380569	0.764207636984429	-7.30364750066503	6.40554257418322e-13	2.2595375453987e-12	18.2537954852914
hsa-miR-411-5p	-1.11102636127401	2.10701067104411	-7.29797613882424	6.66485902137835e-13	2.33816365668027e-12	18.1482003235601
hsa-miR-223-3p	-1.04694670801034	6.50921383526305	-7.28015140745174	7.54893420431617e-13	2.6339216082451e-12	17.8629935513028
hsa-miR-937-3p	1.64776083753877	0.82808701755587	7.23999872509787	9.98457908994786e-13	3.46491879770082e-12	17.861136465935
hsa-miR-485-5p	-0.976492758978612	-1.48995733234656	-7.23776449652051	1.01407611694322e-12	3.50019821009434e-12	17.8486701010755
hsa-miR-629-3p	1.30761024712374	2.06114040856449	7.23353767003976	1.0442831978574e-12	3.58518616590616e-12	17.7924258871933
hsa-miR-103a-3p	0.693935856233571	14.1184122439751	7.19446131422242	1.36889213011559e-12	4.67462099752239e-12	17.1481938113008
hsa-miR-29a-3p	-0.710568779743616	12.1325844293711	-7.10383650656243	2.55212914776628e-12	8.66913710511087e-12	16.554079649381
hsa-miR-188-5p	1.28688184173312	0.228386994651208	7.01507882703082	4.6668677284024e-12	1.57195388972884e-11	16.3543895876444
hsa-miR-30a-3p	-1.09487858780212	13.4531961165947	-7.01476811966376	4.67668524825869e-12	1.57195388972884e-11	15.9262137617926
hsa-miR-543	-1.01936244806611	-0.689555953841491	-7.00662512505872	4.94133711485746e-12	1.65225959778046e-11	16.2874546334556
hsa-miR-184	2.69970463281314	2.77934723784827	6.96507985481335	6.53798945694547e-12	2.174813073243e-11	16.0019277125358
hsa-miR-203a	1.64539127345744	11.6373773576097	6.91404973409854	9.20361302950947e-12	3.04573173450777e-11	15.342488892073
hsa-miR-485-3p	-0.975285314032055	1.71483367199693	-6.84566381043662	1.45049391445756e-11	4.77547227221413e-11	15.1528036282366
hsa-miR-639	1.04543809886393	-1.07959494306206	6.81497720775638	1.77671506386556e-11	5.8196483214372e-11	15.0553382089431
hsa-miR-1295a	-1.1661820677021	-0.188923897693905	-6.81222946679751	1.8092144061835e-11	5.89601852167413e-11	15.0046946011682
hsa-miR-665	-0.964450530255874	-1.69048038808964	-6.78969409692106	2.0987022478924e-11	6.80488304619658e-11	14.8843764721487
hsa-miR-6854-5p	1.01813613130864	-0.518346710502837	6.78827430724661	2.11838987473921e-11	6.83420251046521e-11	14.8794876155424
hsa-miR-1277-3p	1.25950738402885	-0.214085403611558	6.78142343995405	2.21596263606726e-11	7.11324006177589e-11	14.8345251945312
hsa-miR-147b	1.23061810455599	-0.94294805838324	6.75336095887977	2.6637456281165e-11	8.50808305099895e-11	14.6593820915605
hsa-miR-143-5p	-1.17205536170552	5.47869938814866	-6.66371344903009	4.77447025218527e-11	1.51743064450641e-10	13.8280489378494
hsa-miR-301a-3p	1.23223949660361	2.74839125580895	6.64241204573655	5.4791769395132e-11	1.73282344589531e-10	13.8898285985478
hsa-miR-651-5p	0.865452434189558	1.18256868358122	6.56873989362975	8.79489572825008e-11	2.76780542036105e-10	13.4654971997773
hsa-miR-149-3p	1.3445213916173	-0.852529352234778	6.55491489242657	9.60675130772424e-11	3.00855333637022e-10	13.4061014441741
hsa-miR-411-3p	-1.02059760877834	-0.0583664774752901	-6.53928091683772	1.06134333248719e-10	3.30768164784842e-10	13.2752702513811
hsa-miR-190a-5p	-0.751318745744765	1.81434487434305	-6.53610185855276	1.08304258686992e-10	3.35900164623426e-10	13.1916216047853
