PTDSS2	AHR
EPS8L2	AHR
DEAF1	AHR
CYB5R2	AHR
WEE1	AHR
PSMA1	AHR
PSMA1	AHR
SAAL1	AHR
UEVLD	AHR
RCN1	AHR
CD44	AHR
STX3	AHR
SLC15A3	AHR
TTC9C	AHR
HRASLS2	AHR
KDM2A	AHR
POLD4	AHR
GSTP1	AHR
CPT1A	AHR
AP000439.3	AHR
SHANK2	AHR
STARD10	AHR
P2RY6	AHR
C2CD3	AHR
PPME1	AHR
PRKRIR	AHR
TSKU	AHR
TENM4	AHR
PRCP	AHR
RAB30	AHR
ME3	AHR
ANKRD49	AHR
MRE11A	AHR
COLCA1	AHR
UPK2	AHR
BCL9L	AHR
CBL	AHR
ST3GAL4	AHR
ARHGAP32	AHR
NADK	AHR
NBPF1	AHR
RCC2	AHR
ARHGEF10L	AHR
ECE1	AHR
RAP1GAP	AHR
MAN1C1	AHR
AHDC1	AHR
EPB41	AHR
KPNA6	AHR
AK2	AHR
SMAP2	AHR
HIVEP3	AHR
FOXJ3	AHR
ERI3	AHR
OSBPL9	AHR
PPAP2B	AHR
LINC01359	AHR
ANKRD13C	AHR
HHLA3	AHR
SYDE2	AHR
BCAR3	AHR
ARHGAP29	AHR
VAV3	AHR
VANGL1	AHR
IGSF3	AHR
CD160	AHR
RNF115	AHR
FMO5	AHR
BCL9	AHR
ANP32E	AHR
TARS2	AHR
PRUNE	AHR
VPS72	AHR
PIP5K1A	AHR
SELENBP1	AHR
POGZ	AHR
S100A11	AHR
S100A2	AHR
ADAR	AHR
EFNA1	AHR
MSTO2P	AHR
CFAP45	AHR
PBX1	AHR
TMCO1	AHR
TOR1AIP2	AHR
QSOX1	AHR
TRMT1L	AHR
SWT1	AHR
IVNS1ABP	AHR
HMCN1	AHR
ELF3	AHR
PPP1R15B	AHR
PIK3C2B	AHR
IL24	AHR
FAIM3	AHR
CD55	AHR
CENPF	AHR
DEGS1	AHR
NVL	AHR
WNT9A	AHR
KCNK1	AHR
IRF2BP2	AHR
LGALS8	AHR
ITPR1	AHR
BHLHE40-AS1	AHR
LMCD1-AS1	AHR
LMCD1	AHR
VGLL4	AHR
BTD	AHR
ANKRD28	AHR
RFTN1	AHR
OSBPL10	AHR
ZNF860	AHR
TTC21A	AHR
VIPR1	AHR
ACKR2	AHR
GNL3	AHR
PRKCD	AHR
PSMD6	AHR
PRICKLE2	AHR
LRIG1	AHR
FOXP1	AHR
FILIP1L	AHR
NIT2	AHR
KALRN	AHR
ITGB5	AHR
HEG1	AHR
ROPN1B	AHR
MGLL	AHR
IFT122	AHR
CPNE4	AHR
ACPP	AHR
UBA5	AHR
BFSP2	AHR
SLC25A36	AHR
ZBTB38	AHR
ATR	AHR
MBNL1	AHR
MBNL1-AS1	AHR
LINC00886	AHR
LEKR1	AHR
MFSD1	AHR
FNDC3B	AHR
FXR1	AHR
MCCC1	AHR
ABCC5	AHR
LPP	AHR
TPRG1	AHR
TPRG1-AS1	AHR
MB21D2	AHR
LSG1	AHR
TNK2	AHR
PAK2	AHR
DLC1	AHR
DOCK5	AHR
SDAD1P1	AHR
BNIP3L	AHR
ZNF395	AHR
SPIDR	AHR
ATP6V1H	AHR
FAM110B	AHR
DNAJC5B	AHR
SGK3	AHR
SNHG6	AHR
STAU2	AHR
TCEB1	AHR
TMEM70	AHR
GDAP1	AHR
JPH1	AHR
WWP1	AHR
NBN	AHR
RUNX1T1	AHR
TRIQK	AHR
RAD54B	AHR
NDUFAF6	AHR
C8orf37-AS1	AHR
C8orf37	AHR
PABPC1	AHR
GRHL2	AHR
AZIN1	AHR
EBAG9	AHR
SYBU	AHR
SAMD12	AHR
MAL2	AHR
TAF2	AHR
TBC1D31	AHR
KIAA0196	AHR
TRIB1	AHR
FAM84B	AHR
PVT1	AHR
LRRC6	AHR
CHRAC1	AHR
DENND3	AHR
PLEC	AHR
PAXBP1	AHR
C21orf62-AS1	AHR
RCAN1	AHR
RUNX1	AHR
DOPEY2	AHR
CBR3-AS1	AHR
PIGP	AHR
TTC3	AHR
BRWD1	AHR
BRWD1-AS2	AHR
SH3BGR	AHR
ZBTB21	AHR
ZNF295-AS1	AHR
UMODL1	AHR
PDXK	AHR
SSR4P1	AHR
ADARB1	AHR
COL18A1	AHR
SLC19A1	AHR
PCBP3	AHR
PARP4	AHR
STARD13	AHR
FREM2	AHR
ELF1	AHR
TSC22D1	AHR
GTF2F2	AHR
CAB39L	AHR
COL4A2	AHR
MCF2L	AHR
USP6NL	AHR
ST8SIA6-AS1	AHR
PIP4K2A	AHR
MAP3K8	AHR
ERCC6	AHR
SGMS1	AHR
LINC01468	AHR
FAM13C	AHR
ARID5B	AHR
SEC24C	AHR
CHCHD1	AHR
ZSWIM8	AHR
ADK	AHR
COMTD1	AHR
ZMIZ1-AS1	AHR
PANK1	AHR
MYOF	AHR
HPS1	AHR
DNMBP	AHR
PDZD7	AHR
SFXN3	AHR
NEURL1	AHR
ITPRIP	AHR
SORCS1	AHR
ADD3	AHR
RBM20	AHR
PDCD4	AHR
PDCD4-AS1	AHR
BBIP1	AHR
ABLIM1	AHR
INPP5F	AHR
WDR11	AHR
TACC2	AHR
ADAM12	AHR
GLRX3	AHR
ITPA	AHR
CDC25B	AHR
AP5S1	AHR
ESF1	AHR
NDUFAF5	AHR
BFSP1	AHR
DSTN	AHR
CDK5RAP1	AHR
EPB41L1	AHR
PKIG	AHR
STK4-AS1	AHR
STK4	AHR
ZMYND8	AHR
NCOA3	AHR
SULF2	AHR
UBE2V1	AHR
TMEM189	AHR
FAM65C	AHR
PARD6B	AHR
BCAS4	AHR
ATP9A	AHR
BCAS1	AHR
ADAP1	AHR
GPR146	AHR
TNRC18	AHR
FBXL18	AHR
ACTB	AHR
PMS2	AHR
AIMP2	AHR
RAC1	AHR
BZW2	AHR
AGR2	AHR
MACC1	AHR
CDCA7L	AHR
TRA2A	AHR
LSM5	AHR
BMPER	AHR
EEPD1	AHR
ANLN	AHR
KIAA0895	AHR
BLVRA	AHR
TNS3	AHR
TMEM248	AHR
POR	AHR
HSPB1	AHR
YWHAG	AHR
SEMA3C	AHR
KIAA1324L	AHR
SRI	AHR
ARPC1A	AHR
ZSCAN25	AHR
CUX1	AHR
SRPK2	AHR
SYPL1	AHR
HBP1	AHR
RBM28	AHR
TMEM209	AHR
TMEM140	AHR
C7orf49	AHR
ZNF282	AHR
ZNF775	AHR
NOS3	AHR
ASIC3	AHR
LMBR1	AHR
UBE3C	AHR
EXOC2	AHR
FAM50B	AHR
RIOK1	AHR
DSP	AHR
TFAP2A-AS1	AHR
TFAP2A	AHR
NEDD9	AHR
ATXN1	AHR
FAM65B	AHR
CMAHP	AHR
HIST1H1C	AHR
HIST1H2BH	AHR
HIST1H2BN	AHR
ABCF1	AHR
FLOT1	AHR
IER3	AHR
RPS10	AHR
SPDEF	AHR
STK38	AHR
PIM1	AHR
GLTSCR1L	AHR
RUNX2	AHR
GPR110	AHR
KIAA1586	AHR
ZNF451	AHR
CD109	AHR
TMEM30A	AHR
SNX14	AHR
CITED2	AHR
UTRN	AHR
UST	AHR
MTHFD1L	AHR
RMND1	AHR
ARID1B	AHR
PHF10	AHR
WDR90	AHR
SLC9A3R2	AHR
PKD1	AHR
TRAF7	AHR
CREBBP	AHR
ADCY9	AHR
VASN	AHR
NAGPA	AHR
ALG1	AHR
C16orf89	AHR
SNX29	AHR
CRYM	AHR
FAM57B	AHR
ALDOA	AHR
CRNDE	AHR
IRX5	AHR
CX3CL1	AHR
CDH1	AHR
NQO1	AHR
VAC14	AHR
ZNF19	AHR
TAT	AHR
MLYCD	AHR
MBTPS1	AHR
USP10	AHR
CRISPLD2	AHR
ZDHHC7	AHR
KIAA0513	AHR
COX4I1	AHR
EMC8	AHR
ACSF3	AHR
ZNF778	AHR
ANKRD11	AHR
SPIRE2	AHR
TCF25	AHR
CCNB1IP1	AHR
CHD8	AHR
TOX4	AHR
RAB2B	AHR
DAD1	AHR
ABHD4	AHR
AJUBA	AHR
NYNRIN	AHR
KHNYN	AHR
CBLN3	AHR
G2E3	AHR
NUBPL	AHR
PRPF39	AHR
ABHD12B	AHR
PYGL	AHR
FRMD6	AHR
KTN1	AHR
NAA30	AHR
PPM1A	AHR
PRKCH	AHR
MAX	AHR
RAD51B	AHR
EXD2	AHR
COQ6	AHR
FAM161B	AHR
