mirnaid	genesymbol
hsa-miR-8485	NFATC2
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ARHGAP12
hsa-miR-8485	CHST15
hsa-miR-8485	TFAM
hsa-miR-8485	MEF2D
hsa-miR-8485	TPGS2
hsa-miR-8485	TPGS2
hsa-miR-8485	WDR72
hsa-miR-8485	MOBP
hsa-miR-8485	ARL4C
hsa-miR-8485	MAP3K9
hsa-miR-8485	MAP3K9
hsa-miR-8485	MAP3K9
hsa-miR-8485	PKNOX1
hsa-miR-8485	ANTXR2
hsa-miR-8485	ANTXR2
hsa-miR-8485	SPATA13
hsa-miR-8485	SPATA13
hsa-miR-8485	VEGFA
hsa-miR-8485	ZNF621
hsa-miR-8485	CTBP2
hsa-miR-8485	CTBP2
hsa-miR-8485	DMXL1
hsa-miR-8485	SEPTIN9
hsa-miR-8485	SEPTIN9
hsa-miR-8485	TRERF1
hsa-miR-8485	NLRP11
hsa-miR-8485	ZNF562
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	CPSF6
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	SLC5A7
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	NEURL1B
hsa-miR-8485	TOR1B
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	PIAS1
hsa-miR-8485	ATG10
hsa-miR-8485	EIF4H
hsa-miR-8485	TMEM79
hsa-miR-8485	MAP3K21
hsa-miR-8485	DTNA
hsa-miR-8485	DTNA
hsa-miR-8485	DTNA
hsa-miR-8485	MAP3K9
hsa-miR-8485	PIGS
hsa-miR-8485	LRP8
hsa-miR-8485	ZC3H12C
hsa-miR-8485	FBXO9
hsa-miR-8485	TRERF1
hsa-miR-8485	STX1B
hsa-miR-8485	STX1B
hsa-miR-8485	NACC1
hsa-miR-8485	ANTXR2
hsa-miR-8485	SLC36A1
hsa-miR-8485	PTP4A2
hsa-miR-8485	ZNF280B
hsa-miR-8485	ZNF280B
hsa-miR-8485	RORA
hsa-miR-8485	KCNK10
hsa-miR-8485	GLCCI1
hsa-miR-8485	RAB3C
hsa-miR-8485	FOXP4
hsa-miR-8485	NFAT5
hsa-miR-8485	MBOAT2
hsa-miR-8485	CSNK1D
hsa-miR-8485	TBC1D2B
hsa-miR-8485	NACC2
hsa-miR-8485	NACC2
hsa-miR-8485	SLFN13
hsa-miR-8485	SLFN5
hsa-miR-8485	NLRP11
hsa-miR-8485	MOB3C
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	LONRF1
hsa-miR-8485	C1orf216
hsa-miR-8485	DOK6
hsa-miR-8485	TNPO1
hsa-miR-8485	HS6ST3
hsa-miR-8485	MDGA1
hsa-miR-8485	CPNE8
hsa-miR-8485	ZFP1
hsa-miR-8485	ATP2A2
hsa-miR-8485	UNC5B
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	NFATC2
hsa-miR-8485	SIK1
hsa-miR-8485	USH1G
hsa-miR-8485	USH1G
hsa-miR-8485	RABL3
hsa-miR-8485	JAZF1
hsa-miR-8485	LMX1A
hsa-miR-8485	SYT2
hsa-miR-8485	PPM1A
hsa-miR-8485	IL21R
hsa-miR-8485	PAX3
hsa-miR-8485	PAX3
hsa-miR-8485	PAX3
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	ZNF428
hsa-miR-8485	WDR72
hsa-miR-8485	MOBP
hsa-miR-8485	SRRM4
hsa-miR-8485	SLC16A9
hsa-miR-8485	VAPA
hsa-miR-8485	GSN
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	LONRF2
hsa-miR-8485	MMS22L
hsa-miR-8485	MOB3C
hsa-miR-8485	RAPH1
hsa-miR-8485	NOTCH2NLA
hsa-miR-8485	DPY19L3
hsa-miR-8485	GADL1
hsa-miR-8485	FOXI2
hsa-miR-8485	RAPH1
hsa-miR-8485	RAPH1
hsa-miR-8485	CSRNP3
hsa-miR-8485	KIAA2026
hsa-miR-8485	NRIP1
hsa-miR-8485	MAP3K9
hsa-miR-8485	SLC36A1
hsa-miR-8485	DBT
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	MEF2D
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	PSD4
hsa-miR-8485	MLXIP
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	SPAG7
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	UBTF
hsa-miR-8485	KCNB1
hsa-miR-8485	KIF5C
hsa-miR-8485	HLF
hsa-miR-8485	HLCS
hsa-miR-8485	HIC2
hsa-miR-8485	HIC2
hsa-miR-8485	CANX
hsa-miR-8485	BMPR1A
hsa-miR-8485	SPOCK2
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	ZC3H12C
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	SEMA4C
hsa-miR-8485	ING5
hsa-miR-8485	TRERF1
hsa-miR-8485	ZC3H12C
hsa-miR-8485	RHBDL3
hsa-miR-8485	GOSR2
hsa-miR-8485	GOSR2
hsa-miR-8485	SLC16A9
hsa-miR-8485	TIGIT
hsa-miR-8485	SLC7A11
hsa-miR-8485	TOR1B
hsa-miR-8485	SLC25A44
hsa-miR-8485	NOS1AP
hsa-miR-8485	RASSF2
hsa-miR-8485	KIAA0232
hsa-miR-8485	RIMS3
hsa-miR-8485	SPCS2
hsa-miR-8485	SPOCK2
hsa-miR-8485	MLXIP
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	GGA2
hsa-miR-8485	TBC1D2B
hsa-miR-8485	TNRC6B
hsa-miR-8485	HIC2
hsa-miR-8485	HIC2
hsa-miR-8485	RAD54L2
hsa-miR-8485	RAD54L2
hsa-miR-8485	LARP4B
hsa-miR-8485	DCAF12
hsa-miR-8485	ZDHHC5
hsa-miR-8485	CCDC9
hsa-miR-8485	ZBTB20
hsa-miR-8485	CHST15
hsa-miR-8485	PIAS1
hsa-miR-8485	AKAP11
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	CRIM1
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	DONSON
hsa-miR-8485	ZNF562
hsa-miR-8485	TENT5C
hsa-miR-8485	TENT5C
hsa-miR-8485	SEMA4C
hsa-miR-8485	BPNT2
hsa-miR-8485	BPNT2
hsa-miR-8485	PINX1
hsa-miR-8485	HIF1AN
hsa-miR-8485	HIF1AN
hsa-miR-8485	ATF7IP
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	GPR173
hsa-miR-8485	SEPTIN3
hsa-miR-8485	SMCO4
hsa-miR-8485	ACVR1B
hsa-miR-8485	ACVR1B
hsa-miR-8485	NUFIP2
hsa-miR-8485	ZFP14
hsa-miR-8485	EPG5
hsa-miR-8485	PPM1A
hsa-miR-8485	NR2F2
hsa-miR-8485	CRY2
hsa-miR-8485	CRY2
hsa-miR-8485	KCNK10
hsa-miR-8485	CADM3
hsa-miR-8485	PLEKHA2
hsa-miR-8485	TMEM35A
hsa-miR-8485	BACH2
hsa-miR-8485	FXYD6
hsa-miR-8485	HPS4
hsa-miR-8485	EIF4H
hsa-miR-8485	GALNT17
hsa-miR-8485	GALNT17
hsa-miR-8485	DUSP6
hsa-miR-8485	PAGR1
hsa-miR-8485	TMC7
hsa-miR-8485	SYNPO2L
hsa-miR-8485	FBXL18
hsa-miR-8485	CCN2
hsa-miR-8485	DUSP6
hsa-miR-8485	AFF2
hsa-miR-8485	GNAI1
hsa-miR-8485	HLF
hsa-miR-8485	KCNA4
hsa-miR-8485	KCNJ10
hsa-miR-8485	KCNJ10
hsa-miR-8485	KPNA4
hsa-miR-8485	TNPO1
hsa-miR-8485	ABLIM1
hsa-miR-8485	PARN
hsa-miR-8485	PLAG1
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	STRN
hsa-miR-8485	TFAM
hsa-miR-8485	UBE2H
hsa-miR-8485	VEGFA
hsa-miR-8485	VAPA
hsa-miR-8485	BHLHE40
hsa-miR-8485	GTPBP1
hsa-miR-8485	ACVR1B
hsa-miR-8485	BMPR1A
hsa-miR-8485	EGR3
hsa-miR-8485	KIF5C
hsa-miR-8485	PKNOX1
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	B4GALT5
hsa-miR-8485	PTGES
hsa-miR-8485	JAK2
hsa-miR-8485	KCNB1
hsa-miR-8485	NDUFS1
hsa-miR-8485	ADAMTS4
hsa-miR-8485	MED13
hsa-miR-8485	PTBP3
hsa-miR-8485	CBX2
hsa-miR-8485	CBX2
hsa-miR-8485	MPP2
hsa-miR-8485	DMXL1
hsa-miR-8485	IRS1
hsa-miR-8485	ST8SIA4
hsa-miR-8485	ARL4C
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	PLXNC1
hsa-miR-8485	GDF11
hsa-miR-8485	MEF2D
hsa-miR-8485	MLLT6
hsa-miR-8485	ABLIM1
hsa-miR-8485	CPSF6
hsa-miR-8485	ZXDA
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	CD2AP
hsa-miR-8485	RABGAP1
hsa-miR-8485	RAB3GAP1
hsa-miR-8485	MYCBP
hsa-miR-8485	FBXO9
hsa-miR-8485	PSD4
hsa-miR-8485	PSD4
hsa-miR-8485	PPARGC1A
hsa-miR-8485	PPARGC1A
hsa-miR-8485	BAZ2A
hsa-miR-8485	LAMP2
hsa-miR-8485	SCN8A
hsa-miR-8485	GOSR2
hsa-miR-8485	CD99
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	SOD2
hsa-miR-8485	SOD2
hsa-miR-8485	ABLIM1
hsa-miR-8485	ABLIM1
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	CTBP2
hsa-miR-8485	ING5
hsa-miR-8485	RHBDL3
hsa-miR-8485	SLFN5
hsa-miR-8485	GOSR2
hsa-miR-8485	SCN8A
hsa-miR-8485	HLF
hsa-miR-8485	ETS1
hsa-miR-8485	PPARGC1A
hsa-miR-8485	ZBTB20
hsa-miR-8485	HPS4
hsa-miR-8485	MMS22L
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	HLCS
hsa-miR-8485	HLCS
hsa-miR-8485	GSN
hsa-miR-8485	GOSR2
hsa-miR-8485	GOSR2
hsa-miR-8485	ATXN1
hsa-miR-8485	CTBP2
hsa-miR-8485	KCTD11
hsa-miR-8485	MTX3
hsa-miR-8485	RHBDL3
hsa-miR-8485	GOSR2
hsa-miR-8485	RABL3
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	TNPO1
hsa-miR-8485	TNPO1
hsa-miR-8485	ASH1L
hsa-miR-8485	SCN8A
hsa-miR-8485	PTP4A2
hsa-miR-8485	PTP4A2
hsa-miR-8485	PTP4A2
hsa-miR-8485	ZBTB42
hsa-miR-8485	DNAH8
hsa-miR-8485	MGAT5
hsa-miR-8485	LONRF2
hsa-miR-8485	NLRP11
hsa-miR-8485	DTNA
hsa-miR-8485	RAD54L2
hsa-miR-8485	RAD54L2
hsa-miR-8485	TRERF1
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	ZBTB20
hsa-miR-8485	IL18RAP
hsa-miR-8485	ARF3
hsa-miR-8485	ARF3
hsa-miR-8485	BGN
hsa-miR-8485	CANX
hsa-miR-8485	CD19
hsa-miR-8485	AR
hsa-miR-8485	NR3C1
hsa-miR-8485	GSN
hsa-miR-8485	ICAM1
hsa-miR-8485	PTCH1
hsa-miR-8485	PTCH1
hsa-miR-8485	NF2
hsa-miR-8485	PKD1
hsa-miR-8485	PKP1
hsa-miR-8485	PTEN
hsa-miR-8485	ATXN1
hsa-miR-8485	UMPS
hsa-miR-8485	HLCS
hsa-miR-8485	AMPD3
hsa-miR-8485	NOS1
hsa-miR-8485	SOD2
hsa-miR-8485	CYP24A1
hsa-miR-8485	CYP24A1
hsa-miR-8485	PDE3A
hsa-miR-8485	SPOPL
hsa-miR-8485	KCTD11
hsa-miR-8485	ABLIM1
hsa-miR-8485	SMAD2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	PKP1
hsa-miR-8485	PKD1
hsa-miR-8485	MTX3
hsa-miR-8485	CREB5
hsa-miR-8485	KIAA2026
hsa-miR-8485	TMEM30B
hsa-miR-8485	LRP8
hsa-miR-8485	MYADM
hsa-miR-8485	MYADM
hsa-miR-8485	CANX
hsa-miR-8485	TNRC6B
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	AMPD3
hsa-miR-8485	AMPD3
hsa-miR-8485	VEGFA
hsa-miR-8485	SMIM15
hsa-miR-8485	ASAH2B
hsa-miR-8485	MED24
hsa-miR-8485	TRAPPC6B
hsa-miR-8485	PPP1R1C
hsa-miR-8485	CTBP2
hsa-miR-8485	KIAA0232
hsa-miR-8485	JAKMIP3
hsa-miR-8485	KIF13A
hsa-miR-8485	FBXO45
hsa-miR-8485	SYNPO2L
hsa-miR-8485	PLAG1
hsa-miR-8485	PLAG1
hsa-miR-8485	CADM3
hsa-miR-8485	CRY2
hsa-miR-8485	CRY2
hsa-miR-8485	GSN
hsa-miR-8485	GSN
hsa-miR-8485	ATXN1
hsa-miR-8485	ATXN1
hsa-miR-8485	CYP24A1
hsa-miR-8485	ZNF562
hsa-miR-8485	SLC6A6
hsa-miR-8485	PARN
hsa-miR-8485	SMAD2
hsa-miR-8485	ATXN7L3B
hsa-miR-8485	SYT2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	ETS1
hsa-miR-8485	USP27X
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	TMC7
hsa-miR-8485	ETS1
hsa-miR-8485	TNRC6B
hsa-miR-8485	PTBP3
hsa-miR-8485	PTBP3
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	FAM180B
hsa-miR-8485	NOS1AP
hsa-miR-8485	PET117
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	SPATA13
hsa-miR-8485	MTX3
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	AFF2
hsa-miR-8485	AFF2
hsa-miR-8485	AFF2
hsa-miR-8485	BACH2
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	CSRNP3
hsa-miR-8485	AMPD3
hsa-miR-8485	AMPD3
hsa-miR-8485	DPY19L3
hsa-miR-8485	LMX1A
hsa-miR-8485	SCN8A
hsa-miR-8485	CD19
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	DNAJC19
hsa-miR-8485	PTP4A2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	EGR3
hsa-miR-8485	NDUFS1
hsa-miR-8485	UBE2H
hsa-miR-8485	UBE2H
hsa-miR-8485	NOS1
hsa-miR-8485	VEGFA
hsa-miR-8485	OCLN
hsa-miR-8485	OCLN
hsa-miR-8485	PIK3R1
hsa-miR-8485	HLCS
hsa-miR-8485	UNC5B
hsa-miR-8485	PTBP3
hsa-miR-8485	PTBP3
hsa-miR-8485	SPOCK2
hsa-miR-8485	FRMD3
hsa-miR-8485	GNAI1
hsa-miR-890	WEE1
hsa-miR-890	FBRS
hsa-miR-891b	WNK3
hsa-miR-892a	GIMAP1
hsa-miR-892a	YWHAZ
hsa-miR-892a	YWHAZ
hsa-miR-892a	YWHAZ
hsa-miR-892a	YWHAZ
hsa-miR-892a	YWHAZ
hsa-miR-892a	YWHAZ
hsa-miR-892b	MAPK8
hsa-miR-892b	MAPK8
hsa-miR-892b	ABI2
hsa-miR-892b	ABI2
hsa-miR-892b	SP1
hsa-miR-892b	MAPK8
hsa-miR-892b	PPIP5K1
hsa-miR-892b	SP1
hsa-miR-892b	KRAS
hsa-miR-892b	ABI2
hsa-miR-892b	DCAF7
hsa-miR-892b	PPIP5K1
hsa-miR-892b	PPIP5K1
hsa-miR-892b	ABI2
hsa-miR-892b	ABI2
hsa-miR-892b	CACNA1E
hsa-miR-892b	CACNA1E
hsa-miR-892b	CACNA1E
hsa-miR-920	HMGA1
hsa-miR-920	HMGA1
hsa-miR-920	HMGA1
hsa-miR-920	HMGA1
hsa-miR-920	ZNF662
hsa-miR-920	TBL1XR1
hsa-miR-920	TBL1XR1
hsa-miR-920	CBX6
hsa-miR-920	FOLR1
hsa-miR-920	FOLR1
hsa-miR-920	FOLR1
hsa-miR-920	TBL1XR1
hsa-miR-920	HMGA1
hsa-miR-920	HS6ST1
hsa-miR-920	MAP3K2
hsa-miR-920	TBL1XR1
hsa-miR-920	TBL1XR1
hsa-miR-920	MAP3K2
hsa-miR-920	MAP3K2
hsa-miR-920	FOLR1
hsa-miR-920	ZNF662
hsa-miR-921	ZFYVE21
hsa-miR-921	FOXN3
hsa-miR-921	FOXN3
hsa-miR-921	MOSMO
hsa-miR-921	ZFYVE21
hsa-miR-922	ZBTB44
hsa-miR-922	CDK6
hsa-miR-922	ZNF706
hsa-miR-922	ZNF706
hsa-miR-922	ZBTB10
hsa-miR-922	ZBTB44
hsa-miR-922	PHC3
hsa-miR-922	CMTM4
hsa-miR-922	CMTM4
hsa-miR-922	CMTM4
hsa-miR-922	CMTM4
hsa-miR-922	CMTM4
hsa-miR-922	ZNF706
hsa-miR-922	ZNF706
hsa-miR-922	GOLGA7
hsa-miR-922	LRRFIP2
hsa-miR-922	TMEM248
hsa-miR-922	GALNT1
hsa-miR-922	TRMT9B
hsa-miR-922	TRMT9B
hsa-miR-922	PHC3
hsa-miR-922	PHC3
hsa-miR-922	PAK2
hsa-miR-922	UBE2H
hsa-miR-922	ZBTB44
hsa-miR-922	GOLGA7
hsa-miR-922	ZBTB44
hsa-miR-922	RNFT2
hsa-miR-922	GOLGA7
hsa-miR-922	ZNF706
hsa-miR-922	ZNF154
hsa-miR-922	ZBTB10
hsa-miR-922	CALU
hsa-miR-922	LRRFIP2
hsa-miR-922	CDK6
hsa-miR-922	GOLGA7
hsa-miR-922	GABPA
hsa-miR-922	CALU
hsa-miR-922	CALU
hsa-miR-922	CALU
hsa-miR-922	CALU
hsa-miR-924	NAV1
hsa-miR-924	NAV1
hsa-miR-924	ESCO2
hsa-miR-924	NAV1
hsa-miR-934	FZD2
hsa-miR-934	ZNF527
hsa-miR-934	IKBIP
hsa-miR-935	LCOR
hsa-miR-935	RBFOX1
hsa-miR-935	PCMTD2
hsa-miR-935	LCOR
hsa-miR-935	LCOR
hsa-miR-936	MCCC2
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	GGA3
hsa-miR-936	TRMT10B
hsa-miR-936	TRMT10B
hsa-miR-936	GOLIM4
hsa-miR-936	FGF2
hsa-miR-936	FGF2
hsa-miR-936	SKI
hsa-miR-936	FOXK2
hsa-miR-936	FOXK2
hsa-miR-936	RAB5C
hsa-miR-936	GGA3
hsa-miR-936	FGF2
hsa-miR-936	FGF2
hsa-miR-936	TRIM72
hsa-miR-936	TRIM72
hsa-miR-936	GGA3
hsa-miR-936	RAB5C
hsa-miR-938	UHMK1
hsa-miR-938	UHMK1
hsa-miR-938	UHMK1
hsa-miR-938	UHMK1
hsa-miR-938	H3-3B
hsa-miR-938	UHMK1
hsa-miR-940	YWHAZ
hsa-miR-940	YWHAZ
hsa-miR-940	ORC4
hsa-miR-940	ARHGAP1
hsa-miR-940	RANGAP1
hsa-miR-940	ETF1
hsa-miR-940	FAM168A
hsa-miR-940	FAM168A
hsa-miR-940	KIAA0513
hsa-miR-940	CDK19
hsa-miR-940	TMEM170A
hsa-miR-940	ARPP19
hsa-miR-940	ARPP19
hsa-miR-940	SENP5
hsa-miR-940	RAB15
hsa-miR-940	CPNE5
hsa-miR-940	CPNE5
hsa-miR-940	CPNE5
hsa-miR-940	CPNE5
hsa-miR-940	MTFMT
hsa-miR-940	FLCN
hsa-miR-940	FLCN
hsa-miR-940	TPM3
hsa-miR-940	ZSCAN29
hsa-miR-940	KSR2
hsa-miR-940	MORN4
hsa-miR-940	RAB15
hsa-miR-940	MLXIP
hsa-miR-940	TNFAIP2
hsa-miR-940	ARPP19
hsa-miR-940	TMEM170A
hsa-miR-940	ZC3H4
hsa-miR-940	ARHGAP1
hsa-miR-940	RAB15
hsa-miR-940	MLXIP
hsa-miR-940	CDK19
hsa-miR-940	FAM168A
hsa-miR-940	FAM168A
hsa-miR-940	PDE7B
hsa-miR-940	CPNE5
hsa-miR-940	ARMH3
hsa-miR-940	RANGAP1
hsa-miR-940	ARHGAP1
hsa-miR-940	SCAMP2
hsa-miR-940	POU4F1
hsa-miR-940	TNFAIP2
hsa-miR-940	PIM2
hsa-miR-940	SLC17A5
hsa-miR-940	RAB15
hsa-miR-940	TPM3
hsa-miR-940	IRGQ
hsa-miR-940	IRGQ
hsa-miR-940	GLG1
hsa-miR-940	EIF1AD
hsa-miR-940	EIF1AD
hsa-miR-940	IQSEC2
hsa-miR-944	SIAH1
hsa-miR-9500	CAPZB
hsa-miR-9500	CAPZB
hsa-miR-9500	CNOT2
hsa-miR-9500	CNOT2
hsa-miR-9500	CNOT2
hsa-miR-9500	TMEM254
hsa-miR-9500	TMEM254
hsa-miR-9500	TMEM254
hsa-miR-9500	TMEM254
hsa-miR-9500	CAPZB
hsa-miR-9500	VPS39
hsa-miR-9500	CYP4A22
hsa-miR-9500	ZNF436
hsa-miR-9500	URM1
hsa-miR-9500	REG4
hsa-miR-9500	ELFN2
hsa-miR-9500	STK35
hsa-miR-9500	UHMK1
hsa-miR-9500	EPHB2
hsa-miR-9500	BICRAL
hsa-miR-9500	UCHL5
hsa-miR-9500	NUFIP2
hsa-miR-9500	NUFIP2
hsa-miR-9500	TMEM254
hsa-miR-9500	ATP6V1F
hsa-miR-9500	CALM3
hsa-miR-9500	CALM3
hsa-miR-9500	CALM3
hsa-miR-9500	CALM3
hsa-miR-9500	CALM3
hsa-miR-9500	CALM3
hsa-miR-9500	UCHL5
hsa-miR-9500	UCHL5
hsa-miR-9500	UCHL5
hsa-miR-9500	QSER1
hsa-miR-9500	MYH14
hsa-miR-9500	ZNF436
hsa-miR-9500	GLG1
hsa-miR-9500	GLG1
hsa-miR-9500	MYH14
hsa-miR-9500	REG4
hsa-miR-9500	ATP6V1F
hsa-miR-9500	CAPZB
hsa-miR-3609	RUFY2
hsa-miR-3609	MDM4
hsa-miR-3609	KIAA1191
hsa-miR-3609	AKR7A2
hsa-miR-3609	TNKS2
hsa-miR-3609	NIBAN1
hsa-miR-3609	KCNK10
hsa-miR-3609	KCNK10
hsa-miR-3609	BCL2L11
hsa-miR-3609	BCL2L11
hsa-miR-3609	BCL2L11
hsa-miR-3609	BCL2L11
hsa-miR-3609	BCL2L11
hsa-miR-3609	BCL2L11
hsa-miR-3609	NFAT5
hsa-miR-3609	BTF3L4
hsa-miR-3609	SREK1IP1
hsa-miR-3609	CCDC71L
hsa-miR-3609	MYLIP
hsa-miR-3609	POU2F1
hsa-miR-3609	WNK3
hsa-miR-3609	WNK3
hsa-miR-3609	NKIRAS1
hsa-miR-3609	KIAA0513
hsa-miR-3609	KIAA1191
hsa-miR-3609	POU2F1
hsa-miR-3609	PTPN4
hsa-miR-3609	NFAT5
hsa-miR-3609	POU2F1
hsa-miR-3609	NKIRAS1
hsa-miR-3609	NKIRAS1
hsa-miR-3609	NKIRAS1
hsa-miR-3609	NKIRAS1
hsa-miR-3609	KIAA0513
hsa-miR-3609	RAB11FIP1
hsa-miR-3609	WNK3
hsa-miR-3609	RAP1B
hsa-miR-3609	NFAT5
hsa-miR-3609	BTF3L4
hsa-miR-3609	POU2F1
hsa-miR-3609	POU2F1
hsa-miR-3609	FOXJ3
hsa-miR-3609	FOXJ3
hsa-miR-3609	FOXJ3
hsa-miR-3609	BZW1
hsa-miR-3609	BZW1
hsa-miR-3609	BZW1
hsa-miR-3609	BTF3L4
hsa-miR-3610	WASF2
hsa-miR-3612	F2RL2
hsa-miR-3612	F2RL2
hsa-miR-3612	CENPN
hsa-miR-3612	CENPN
hsa-miR-3612	RAB11FIP4
hsa-miR-3612	RAB11FIP4
hsa-miR-3612	FOXP4
hsa-miR-3612	RASSF2
hsa-miR-3612	ANKRD52
hsa-miR-3612	ZNF619
hsa-miR-3612	BCAS4
hsa-miR-3612	FOXP4
hsa-miR-3612	RASSF2
hsa-miR-3612	RSL1D1
hsa-miR-3612	RSL1D1
hsa-miR-3612	THEM6
hsa-miR-3612	TMEM214
hsa-miR-3612	CERS2
hsa-miR-3612	GABRR2
hsa-miR-3612	ATP6V0E1
hsa-miR-3612	ATP6V0E1
hsa-miR-3612	EIF4EBP1
hsa-miR-3612	F2RL2
hsa-miR-3612	TFDP2
hsa-miR-3612	TIMM10B
hsa-miR-3612	FZD4
hsa-miR-3612	AR
hsa-miR-3612	AR
hsa-miR-3612	TFDP2
hsa-miR-3612	TFDP2
hsa-miR-3612	FOXP4
hsa-miR-3612	TMEM214
hsa-miR-3612	CENPN
hsa-miR-3612	ZNF619
hsa-miR-3612	ZNF619
hsa-miR-3612	ZNF619
hsa-miR-3612	ZNF619
hsa-miR-3612	TTC39B
hsa-miR-3612	PEG10
hsa-miR-3612	TFDP2
hsa-miR-3612	TFDP2
hsa-miR-3612	TFDP2
hsa-miR-3612	TFDP2
hsa-miR-3612	TFDP2
hsa-miR-3615	DPF3
hsa-miR-3646	NKIRAS2
hsa-miR-3646	POU2F1
