mirnaid	genesymbol
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8081	PLD5
hsa-miR-8081	THRB
hsa-miR-8081	THRB
hsa-miR-8082	NIPA2
hsa-miR-8082	NIPA2
hsa-miR-8082	NIPA2
hsa-miR-8082	NIPA2
hsa-miR-8082	NIPA2
hsa-miR-8082	NIPA2
hsa-miR-8082	TMEM214
hsa-miR-8082	CDK6
hsa-miR-8082	CDK6
hsa-miR-8082	CDK6
hsa-miR-8082	SRGAP1
hsa-miR-8082	KDM2A
hsa-miR-8082	KDM2A
hsa-miR-8082	VPS53
hsa-miR-8082	VPS53
hsa-miR-8082	TIGIT
hsa-miR-8082	TIGIT
hsa-miR-8082	TIGIT
hsa-miR-8082	SRGAP1
hsa-miR-8082	SLC35E1
hsa-miR-8082	CTNND1
hsa-miR-8082	SRGAP1
hsa-miR-8082	SRGAP1
hsa-miR-8082	NIPA2
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	VPS53
hsa-miR-8082	VPS53
hsa-miR-8082	CDK6
hsa-miR-8082	CDK6
hsa-miR-8082	CDK6
hsa-miR-8082	LRTOMT
hsa-miR-8082	LRTOMT
hsa-miR-8082	NIPA2
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8082	CTNND1
hsa-miR-8083	MECP2
hsa-miR-8083	MECP2
hsa-miR-8083	TGFBR1
hsa-miR-8083	TXNIP
hsa-miR-8083	LSM8
hsa-miR-8083	TGFBR1
hsa-miR-8083	MECP2
hsa-miR-8083	TGFBR1
hsa-miR-8085	ANKRD45
hsa-miR-8085	MRE11
hsa-miR-8085	MRE11
hsa-miR-8085	FMNL3
hsa-miR-8085	FMNL3
hsa-miR-8085	PSME3
hsa-miR-8085	FMNL3
hsa-miR-8085	AQP2
hsa-miR-8085	PSME3
hsa-miR-8085	TP53
hsa-miR-8085	RBPJL
hsa-miR-8085	RBPJL
hsa-miR-8085	CAPZB
hsa-miR-8085	CAPZB
hsa-miR-8085	MICAL2
hsa-miR-8085	MICAL2
hsa-miR-8085	FAM168A
hsa-miR-8085	SLC22A23
hsa-miR-8085	DPF1
hsa-miR-8085	PLD3
hsa-miR-8085	IGF1R
hsa-miR-8085	IGF1R
hsa-miR-8085	MAP2K7
hsa-miR-8085	MAP2K7
hsa-miR-8085	PPFIA4
hsa-miR-8085	ARHGEF6
hsa-miR-8085	BNC2
hsa-miR-8085	BNC2
hsa-miR-8085	HNRNPC
hsa-miR-8085	ELAVL3
hsa-miR-8085	ASPH
hsa-miR-8085	ASPH
hsa-miR-8085	ASPH
hsa-miR-8085	TRIM4
hsa-miR-8085	TRIM4
hsa-miR-8085	MAP2K7
hsa-miR-8085	FAM210A
hsa-miR-8085	FAM210A
hsa-miR-8085	SCUBE3
hsa-miR-8085	SCUBE3
hsa-miR-8085	PSME3
hsa-miR-8085	PPP2R5D
hsa-miR-8085	PPP2R5D
hsa-miR-8085	BCL9L
hsa-miR-8085	CREB3L2
hsa-miR-8085	CREB3L2
hsa-miR-8085	NFIC
hsa-miR-8085	SELENON
hsa-miR-8085	SHISA6
hsa-miR-8085	SHISA6
hsa-miR-8085	SBK1
hsa-miR-8085	SBK1
hsa-miR-8085	MRE11
hsa-miR-8085	HNRNPC
hsa-miR-8085	DPF1
hsa-miR-8085	PPFIA4
hsa-miR-8085	KCTD15
hsa-miR-8085	HNRNPC
hsa-miR-8085	HNRNPC
hsa-miR-8085	KDM2A
hsa-miR-8085	KDM2A
hsa-miR-8085	KDM2A
hsa-miR-8085	KDM2A
hsa-miR-8085	MRE11
hsa-miR-8085	HNRNPC
hsa-miR-8085	FTO
hsa-miR-8085	SRCIN1
hsa-miR-8085	ASPH
hsa-miR-8085	HNRNPC
hsa-miR-8085	MICAL2
hsa-miR-8085	FAM168A
hsa-miR-8085	SLC22A23
hsa-miR-8085	SLC22A23
hsa-miR-8085	GPRC5B
hsa-miR-8085	POLE3
hsa-miR-8085	SEMA4G
hsa-miR-8085	ZNF444
hsa-miR-8085	ZNF444
hsa-miR-8085	TXLNG
hsa-miR-8085	BARHL1
hsa-miR-8085	ASPH
hsa-miR-8085	SELENON
hsa-miR-8085	NLGN2
hsa-miR-8085	NLGN2
hsa-miR-8085	TLE3
hsa-miR-8085	TSPYL4
hsa-miR-8085	SLC22A23
hsa-miR-8085	KCTD15
hsa-miR-8085	DUSP7
hsa-miR-8085	CCL22
hsa-miR-8085	TFAP4
hsa-miR-8085	STX3
hsa-miR-8085	HNRNPC
hsa-miR-8085	HOXC6
hsa-miR-8085	CAPZB
hsa-miR-8085	PPARA
hsa-miR-8085	PPARA
hsa-miR-8085	TLE3
hsa-miR-8085	MRE11
hsa-miR-8085	MRE11
hsa-miR-8085	PSME3
hsa-miR-8085	PSME3
hsa-miR-8085	MLLT1
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	PPP2R5D
hsa-miR-8085	PPP1R13L
hsa-miR-8085	HNRNPA0
hsa-miR-8085	KDM2A
hsa-miR-8085	PSME3
hsa-miR-8085	DPF1
hsa-miR-8085	BCL9L
hsa-miR-8085	MLF2
hsa-miR-8085	MLF2
hsa-miR-8085	SFMBT2
hsa-miR-8085	ELAVL3
hsa-miR-8085	IGF1R
hsa-miR-8085	IGF1R
hsa-miR-8085	PIM3
hsa-miR-8085	PPARA
hsa-miR-8085	PPARA
hsa-miR-8085	SLC6A17
hsa-miR-8085	SLC6A17
hsa-miR-8085	PABPC1L2A
hsa-miR-8085	SFMBT2
hsa-miR-8085	SBK1
hsa-miR-8085	SBK1
hsa-miR-8085	SFMBT2
hsa-miR-8085	PLD3
hsa-miR-8085	SUMF2
hsa-miR-8085	PABPC1L2B
hsa-miR-8085	HNRNPC
hsa-miR-8085	HNRNPC
hsa-miR-8085	FTO
hsa-miR-8085	AKT1S1
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	TP53
hsa-miR-8085	TP53
hsa-miR-8085	TP53
hsa-miR-8085	TP53
hsa-miR-8085	KCTD15
hsa-miR-8085	KCTD15
hsa-miR-8085	DPF1
hsa-miR-8085	DPF1
hsa-miR-8085	PPP1R13L
hsa-miR-8085	ASPH
hsa-miR-8085	ASPH
hsa-miR-8085	ASPH
hsa-miR-8085	ASPH
hsa-miR-8085	SHISA6
hsa-miR-8085	SHISA6
hsa-miR-8085	SHISA6
hsa-miR-8085	STX3
hsa-miR-8085	CAPZB
hsa-miR-8085	CAPZB
hsa-miR-8085	PDE4A
hsa-miR-8085	PDE4A
hsa-miR-8085	KDM2A
hsa-miR-8086	NONO
hsa-miR-8086	NONO
hsa-miR-8086	NONO
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	HNRNPC
hsa-miR-8087	WDCP
hsa-miR-8087	TMEM178B
hsa-miR-8089	CYBRD1
hsa-miR-8089	CYBRD1
hsa-miR-8089	TBC1D13
hsa-miR-8089	IP6K1
hsa-miR-8089	IP6K1
hsa-miR-8089	USP2
hsa-miR-8089	USH1G
hsa-miR-8089	PHF8
hsa-miR-8089	PHF8
hsa-miR-8089	PHF8
hsa-miR-8089	PHF8
hsa-miR-8089	TBC1D13
hsa-miR-8089	CYBRD1
hsa-miR-8089	NECTIN1
hsa-miR-8089	USP2
hsa-miR-8089	RGS6
hsa-miR-8089	RASA4
hsa-miR-8089	IP6K1
hsa-miR-8089	IP6K1
hsa-miR-8089	TRIM71
hsa-miR-8089	RASA4
hsa-miR-8089	CYBRD1
hsa-miR-8089	RTL8A
hsa-miR-8089	PHF8
hsa-miR-8089	PHF8
hsa-miR-8089	IP6K1
hsa-miR-8485	COPS7B
hsa-miR-8485	KCNJ3
hsa-miR-8485	BLOC1S4
hsa-miR-8485	PLCXD1
hsa-miR-8485	KCNJ3
hsa-miR-8485	ANKRD44
hsa-miR-8485	SOX9
hsa-miR-8485	NR2F2
hsa-miR-8485	NR2F2
hsa-miR-8485	NR2F2
hsa-miR-8485	ARMC10
hsa-miR-8485	NACC1
hsa-miR-8485	WT1
hsa-miR-8485	WT1
hsa-miR-8485	LAMP2
hsa-miR-8485	WT1
hsa-miR-8485	GASK1A
hsa-miR-8485	ARMC10
hsa-miR-8485	ARMC10
hsa-miR-8485	ARMC10
hsa-miR-8485	ARMC10
hsa-miR-8485	ARMC10
hsa-miR-8485	WT1
hsa-miR-8485	WT1
hsa-miR-8485	OVOL1
hsa-miR-8485	TNRC6C
hsa-miR-8485	CSNK1D
hsa-miR-8485	TNRC6C
hsa-miR-8485	KLHL3
hsa-miR-8485	GSN
hsa-miR-8485	GSN
hsa-miR-8485	NFATC2
hsa-miR-8485	NFATC2
hsa-miR-8485	NFATC2
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ARHGAP12
hsa-miR-8485	CHST15
hsa-miR-8485	TFAM
hsa-miR-8485	MEF2D
hsa-miR-8485	TPGS2
hsa-miR-8485	TPGS2
hsa-miR-8485	WDR72
hsa-miR-8485	MOBP
hsa-miR-8485	ARL4C
hsa-miR-8485	MAP3K9
hsa-miR-8485	MAP3K9
hsa-miR-8485	MAP3K9
hsa-miR-8485	PKNOX1
hsa-miR-8485	ANTXR2
hsa-miR-8485	ANTXR2
hsa-miR-8485	SPATA13
hsa-miR-8485	SPATA13
hsa-miR-8485	VEGFA
hsa-miR-8485	ZNF621
hsa-miR-8485	CTBP2
hsa-miR-8485	CTBP2
hsa-miR-8485	DMXL1
hsa-miR-8485	SEPTIN9
hsa-miR-8485	SEPTIN9
hsa-miR-8485	TRERF1
hsa-miR-8485	NLRP11
hsa-miR-8485	ZNF562
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	CPSF6
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	SLC5A7
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	NEURL1B
hsa-miR-8485	TOR1B
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	ZFP1
hsa-miR-8485	PIAS1
hsa-miR-8485	ATG10
hsa-miR-8485	EIF4H
hsa-miR-8485	TMEM79
hsa-miR-8485	MAP3K21
hsa-miR-8485	DTNA
hsa-miR-8485	DTNA
hsa-miR-8485	DTNA
hsa-miR-8485	MAP3K9
hsa-miR-8485	PIGS
hsa-miR-8485	LRP8
hsa-miR-8485	ZC3H12C
hsa-miR-8485	FBXO9
hsa-miR-8485	TRERF1
hsa-miR-8485	STX1B
hsa-miR-8485	STX1B
hsa-miR-8485	NACC1
hsa-miR-8485	ANTXR2
hsa-miR-8485	SLC36A1
hsa-miR-8485	PTP4A2
hsa-miR-8485	ZNF280B
hsa-miR-8485	ZNF280B
hsa-miR-8485	RORA
hsa-miR-8485	KCNK10
hsa-miR-8485	GLCCI1
hsa-miR-8485	RAB3C
hsa-miR-8485	FOXP4
hsa-miR-8485	NFAT5
hsa-miR-8485	MBOAT2
hsa-miR-8485	CSNK1D
hsa-miR-8485	TBC1D2B
hsa-miR-8485	NACC2
hsa-miR-8485	NACC2
hsa-miR-8485	SLFN13
hsa-miR-8485	SLFN5
hsa-miR-8485	NLRP11
hsa-miR-8485	MOB3C
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	LONRF1
hsa-miR-8485	C1orf216
hsa-miR-8485	DOK6
hsa-miR-8485	TNPO1
hsa-miR-8485	HS6ST3
hsa-miR-8485	MDGA1
hsa-miR-8485	CPNE8
hsa-miR-8485	ZFP1
hsa-miR-8485	ATP2A2
hsa-miR-8485	UNC5B
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	NFATC2
hsa-miR-8485	SIK1
hsa-miR-8485	USH1G
hsa-miR-8485	USH1G
hsa-miR-8485	RABL3
hsa-miR-8485	JAZF1
hsa-miR-8485	LMX1A
hsa-miR-8485	SYT2
hsa-miR-8485	PPM1A
hsa-miR-8485	IL21R
hsa-miR-8485	PAX3
hsa-miR-8485	PAX3
hsa-miR-8485	PAX3
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	NF2
hsa-miR-8485	ZNF428
hsa-miR-8485	WDR72
hsa-miR-8485	MOBP
hsa-miR-8485	SRRM4
hsa-miR-8485	SLC16A9
hsa-miR-8485	VAPA
hsa-miR-8485	GSN
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	LONRF2
hsa-miR-8485	MMS22L
hsa-miR-8485	MOB3C
hsa-miR-8485	RAPH1
hsa-miR-8485	NOTCH2NLA
hsa-miR-8485	DPY19L3
hsa-miR-8485	GADL1
hsa-miR-8485	FOXI2
hsa-miR-8485	RAPH1
hsa-miR-8485	RAPH1
hsa-miR-8485	CSRNP3
hsa-miR-8485	KIAA2026
hsa-miR-8485	NRIP1
hsa-miR-8485	MAP3K9
hsa-miR-8485	SLC36A1
hsa-miR-8485	DBT
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	MEF2D
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	PSD4
hsa-miR-8485	MLXIP
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	SPAG7
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	UBTF
hsa-miR-8485	KCNB1
hsa-miR-8485	KIF5C
hsa-miR-8485	HLF
hsa-miR-8485	HLCS
hsa-miR-8485	HIC2
hsa-miR-8485	HIC2
hsa-miR-8485	CANX
hsa-miR-8485	BMPR1A
hsa-miR-8485	SPOCK2
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	ZC3H12C
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	SEMA4C
hsa-miR-8485	ING5
hsa-miR-8485	TRERF1
hsa-miR-8485	ZC3H12C
hsa-miR-8485	RHBDL3
hsa-miR-8485	GOSR2
hsa-miR-8485	GOSR2
hsa-miR-8485	SLC16A9
hsa-miR-8485	TIGIT
hsa-miR-8485	SLC7A11
hsa-miR-8485	TOR1B
hsa-miR-8485	SLC25A44
hsa-miR-8485	NOS1AP
hsa-miR-8485	RASSF2
hsa-miR-8485	KIAA0232
hsa-miR-8485	RIMS3
hsa-miR-8485	SPCS2
hsa-miR-8485	SPOCK2
hsa-miR-8485	MLXIP
hsa-miR-8485	PCNX1
hsa-miR-8485	PCNX1
hsa-miR-8485	GGA2
hsa-miR-8485	TBC1D2B
hsa-miR-8485	TNRC6B
hsa-miR-8485	HIC2
hsa-miR-8485	HIC2
hsa-miR-8485	RAD54L2
hsa-miR-8485	RAD54L2
hsa-miR-8485	LARP4B
hsa-miR-8485	DCAF12
hsa-miR-8485	ZDHHC5
hsa-miR-8485	CCDC9
hsa-miR-8485	ZBTB20
hsa-miR-8485	CHST15
hsa-miR-8485	PIAS1
hsa-miR-8485	AKAP11
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	RAPGEFL1
hsa-miR-8485	CRIM1
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	DONSON
hsa-miR-8485	ZNF562
hsa-miR-8485	TENT5C
hsa-miR-8485	TENT5C
hsa-miR-8485	SEMA4C
hsa-miR-8485	BPNT2
hsa-miR-8485	BPNT2
hsa-miR-8485	PINX1
hsa-miR-8485	HIF1AN
hsa-miR-8485	HIF1AN
hsa-miR-8485	ATF7IP
hsa-miR-8485	ARHGAP12
hsa-miR-8485	ASH1L
hsa-miR-8485	ASH1L
hsa-miR-8485	GPR173
hsa-miR-8485	SEPTIN3
hsa-miR-8485	SMCO4
hsa-miR-8485	ACVR1B
hsa-miR-8485	ACVR1B
hsa-miR-8485	NUFIP2
hsa-miR-8485	ZFP14
hsa-miR-8485	EPG5
hsa-miR-8485	PPM1A
hsa-miR-8485	NR2F2
hsa-miR-8485	CRY2
hsa-miR-8485	CRY2
hsa-miR-8485	KCNK10
hsa-miR-8485	CADM3
hsa-miR-8485	PLEKHA2
hsa-miR-8485	TMEM35A
hsa-miR-8485	BACH2
hsa-miR-8485	FXYD6
hsa-miR-8485	HPS4
hsa-miR-8485	EIF4H
hsa-miR-8485	GALNT17
hsa-miR-8485	GALNT17
hsa-miR-8485	DUSP6
hsa-miR-8485	PAGR1
hsa-miR-8485	TMC7
hsa-miR-8485	SYNPO2L
hsa-miR-8485	FBXL18
hsa-miR-8485	CCN2
hsa-miR-8485	DUSP6
hsa-miR-8485	AFF2
hsa-miR-8485	GNAI1
hsa-miR-8485	HLF
hsa-miR-8485	KCNA4
hsa-miR-8485	KCNJ10
hsa-miR-8485	KCNJ10
hsa-miR-8485	KPNA4
hsa-miR-8485	TNPO1
hsa-miR-8485	ABLIM1
hsa-miR-8485	PARN
hsa-miR-8485	PLAG1
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	STRN
hsa-miR-8485	TFAM
hsa-miR-8485	UBE2H
hsa-miR-8485	VEGFA
hsa-miR-8485	VAPA
hsa-miR-8485	BHLHE40
hsa-miR-8485	GTPBP1
hsa-miR-8485	ACVR1B
hsa-miR-8485	BMPR1A
hsa-miR-8485	EGR3
hsa-miR-8485	KIF5C
hsa-miR-8485	PKNOX1
hsa-miR-8485	LRP8
hsa-miR-8485	LRP8
hsa-miR-8485	B4GALT5
hsa-miR-8485	PTGES
hsa-miR-8485	JAK2
hsa-miR-8485	KCNB1
hsa-miR-8485	NDUFS1
hsa-miR-8485	ADAMTS4
hsa-miR-8485	MED13
hsa-miR-8485	PTBP3
hsa-miR-8485	CBX2
hsa-miR-8485	CBX2
hsa-miR-8485	MPP2
hsa-miR-8485	DMXL1
hsa-miR-8485	IRS1
hsa-miR-8485	ST8SIA4
hsa-miR-8485	ARL4C
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	G3BP1
hsa-miR-8485	PLXNC1
hsa-miR-8485	GDF11
hsa-miR-8485	MEF2D
hsa-miR-8485	MLLT6
hsa-miR-8485	ABLIM1
hsa-miR-8485	CPSF6
hsa-miR-8485	ZXDA
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	CD2AP
hsa-miR-8485	RABGAP1
hsa-miR-8485	RAB3GAP1
hsa-miR-8485	MYCBP
hsa-miR-8485	FBXO9
hsa-miR-8485	PSD4
hsa-miR-8485	PSD4
hsa-miR-8485	PPARGC1A
hsa-miR-8485	PPARGC1A
hsa-miR-8485	BAZ2A
hsa-miR-8485	LAMP2
hsa-miR-8485	SCN8A
hsa-miR-8485	GOSR2
hsa-miR-8485	CD99
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	ASAH2B
hsa-miR-8485	SOD2
hsa-miR-8485	SOD2
hsa-miR-8485	ABLIM1
hsa-miR-8485	ABLIM1
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	CTBP2
hsa-miR-8485	ING5
hsa-miR-8485	RHBDL3
hsa-miR-8485	SLFN5
hsa-miR-8485	GOSR2
hsa-miR-8485	SCN8A
hsa-miR-8485	HLF
hsa-miR-8485	ETS1
hsa-miR-8485	PPARGC1A
hsa-miR-8485	ZBTB20
hsa-miR-8485	HPS4
hsa-miR-8485	MMS22L
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	BAZ2A
hsa-miR-8485	HLCS
hsa-miR-8485	HLCS
hsa-miR-8485	GSN
hsa-miR-8485	GOSR2
hsa-miR-8485	GOSR2
hsa-miR-8485	ATXN1
hsa-miR-8485	CTBP2
hsa-miR-8485	KCTD11
hsa-miR-8485	MTX3
hsa-miR-8485	RHBDL3
hsa-miR-8485	GOSR2
hsa-miR-8485	RABL3
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	CANX
hsa-miR-8485	TNPO1
hsa-miR-8485	TNPO1
hsa-miR-8485	ASH1L
hsa-miR-8485	SCN8A
hsa-miR-8485	PTP4A2
hsa-miR-8485	PTP4A2
hsa-miR-8485	PTP4A2
hsa-miR-8485	ZBTB42
hsa-miR-8485	DNAH8
hsa-miR-8485	MGAT5
hsa-miR-8485	LONRF2
hsa-miR-8485	NLRP11
hsa-miR-8485	DTNA
hsa-miR-8485	RAD54L2
hsa-miR-8485	RAD54L2
hsa-miR-8485	TRERF1
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	JAKMIP3
hsa-miR-8485	ZBTB20
hsa-miR-8485	IL18RAP
hsa-miR-8485	ARF3
hsa-miR-8485	ARF3
hsa-miR-8485	BGN
hsa-miR-8485	CANX
hsa-miR-8485	CD19
hsa-miR-8485	AR
hsa-miR-8485	NR3C1
hsa-miR-8485	GSN
hsa-miR-8485	ICAM1
hsa-miR-8485	PTCH1
hsa-miR-8485	PTCH1
hsa-miR-8485	NF2
hsa-miR-8485	PKD1
hsa-miR-8485	PKP1
hsa-miR-8485	PTEN
hsa-miR-8485	ATXN1
hsa-miR-8485	UMPS
hsa-miR-8485	HLCS
hsa-miR-8485	AMPD3
hsa-miR-8485	NOS1
hsa-miR-8485	SOD2
hsa-miR-8485	CYP24A1
hsa-miR-8485	CYP24A1
hsa-miR-8485	PDE3A
hsa-miR-8485	SPOPL
hsa-miR-8485	KCTD11
hsa-miR-8485	ABLIM1
hsa-miR-8485	SMAD2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	PKP1
hsa-miR-8485	PKD1
hsa-miR-8485	MTX3
hsa-miR-8485	CREB5
hsa-miR-8485	KIAA2026
hsa-miR-8485	TMEM30B
hsa-miR-8485	LRP8
hsa-miR-8485	MYADM
hsa-miR-8485	MYADM
hsa-miR-8485	CANX
hsa-miR-8485	TNRC6B
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	AMPD3
hsa-miR-8485	AMPD3
hsa-miR-8485	VEGFA
hsa-miR-8485	SMIM15
hsa-miR-8485	ASAH2B
hsa-miR-8485	MED24
hsa-miR-8485	TRAPPC6B
hsa-miR-8485	PPP1R1C
hsa-miR-8485	CTBP2
hsa-miR-8485	KIAA0232
hsa-miR-8485	JAKMIP3
hsa-miR-8485	KIF13A
hsa-miR-8485	FBXO45
hsa-miR-8485	SYNPO2L
hsa-miR-8485	PLAG1
hsa-miR-8485	PLAG1
hsa-miR-8485	CADM3
hsa-miR-8485	CRY2
hsa-miR-8485	CRY2
hsa-miR-8485	GSN
hsa-miR-8485	GSN
hsa-miR-8485	ATXN1
hsa-miR-8485	ATXN1
hsa-miR-8485	CYP24A1
hsa-miR-8485	ZNF562
hsa-miR-8485	SLC6A6
hsa-miR-8485	PARN
hsa-miR-8485	SMAD2
hsa-miR-8485	ATXN7L3B
hsa-miR-8485	SYT2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	ETS1
hsa-miR-8485	USP27X
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	PTPN3
hsa-miR-8485	TMC7
hsa-miR-8485	ETS1
hsa-miR-8485	TNRC6B
hsa-miR-8485	PTBP3
hsa-miR-8485	PTBP3
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	ZBTB20
hsa-miR-8485	FAM180B
hsa-miR-8485	NOS1AP
hsa-miR-8485	PET117
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	FXYD6
hsa-miR-8485	SPATA13
hsa-miR-8485	MTX3
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	ABL2
hsa-miR-8485	AFF2
hsa-miR-8485	AFF2
hsa-miR-8485	AFF2
hsa-miR-8485	BACH2
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	VEGFA
hsa-miR-8485	CSRNP3
hsa-miR-8485	AMPD3
hsa-miR-8485	AMPD3
hsa-miR-8485	DPY19L3
hsa-miR-8485	LMX1A
hsa-miR-8485	SCN8A
hsa-miR-8485	CD19
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	SLITRK4
hsa-miR-8485	DNAJC19
hsa-miR-8485	PTP4A2
hsa-miR-8485	PALM2AKAP2
hsa-miR-8485	EGR3
hsa-miR-8485	NDUFS1
hsa-miR-8485	UBE2H
hsa-miR-8485	UBE2H
hsa-miR-8485	NOS1
hsa-miR-8485	VEGFA
hsa-miR-8485	OCLN
hsa-miR-8485	OCLN
hsa-miR-8485	PIK3R1
hsa-miR-8485	HLCS
hsa-miR-8485	UNC5B
hsa-miR-8485	PTBP3
hsa-miR-8485	PTBP3
hsa-miR-8485	SPOCK2
hsa-miR-8485	FRMD3
hsa-miR-8485	GNAI1
hsa-miR-890	WEE1
hsa-miR-890	FBRS
hsa-miR-891b	WNK3
hsa-miR-892a	GIMAP1
