ENSG00000141367
ENSG00000203706
ENSG00000072201
ENSG00000181234
ENSG00000054277
ENSG00000115306
ENSG00000072201
ENSG00000156127
ENSG00000060709
ENSG00000179242
ENSG00000124491
ENSG00000134369
ENSG00000060709
ENSG00000134369
ENSG00000060709
ENSG00000179242
ENSG00000092820
ENSG00000072201
ENSG00000172938
ENSG00000025039
ENSG00000111452
ENSG00000179242
ENSG00000181234
ENSG00000109062
ENSG00000154978
ENSG00000123838
ENSG00000183715
ENSG00000166501
ENSG00000104970
ENSG00000078328
ENSG00000145934
ENSG00000182667
ENSG00000162706
ENSG00000176769
ENSG00000107742
ENSG00000155093
ENSG00000169744
ENSG00000139364
ENSG00000060709
ENSG00000111452
ENSG00000048740
ENSG00000027075
ENSG00000185630
ENSG00000172938
ENSG00000183715
ENSG00000078114
ENSG00000171992
ENSG00000183826
ENSG00000154217
ENSG00000116833
ENSG00000167157
ENSG00000172175
ENSG00000163568
ENSG00000182667
ENSG00000155093
ENSG00000183715
ENSG00000151952
ENSG00000183379
ENSG00000169282
ENSG00000179242
ENSG00000151952
ENSG00000017427
ENSG00000183742
ENSG00000196184
ENSG00000054803
ENSG00000181788
ENSG00000060709
ENSG00000078328
ENSG00000122254
ENSG00000105738
ENSG00000183715
ENSG00000131068
ENSG00000181234
ENSG00000185630
ENSG00000181234
ENSG00000132915
ENSG00000107742
ENSG00000188859
ENSG00000179242
ENSG00000204161
ENSG00000176200
ENSG00000139364
ENSG00000179242
ENSG00000143753
ENSG00000179242
ENSG00000196132
ENSG00000181234
ENSG00000198216
ENSG00000145779
ENSG00000183715
ENSG00000171612
ENSG00000156687
ENSG00000239998
ENSG00000139364
ENSG00000169427
ENSG00000128591
ENSG00000206579
ENSG00000181234
ENSG00000290942
ENSG00000227888
ENSG00000198369
ENSG00000121895
ENSG00000183117
ENSG00000166118
ENSG00000118242
ENSG00000143375
ENSG00000198010
ENSG00000132703
ENSG00000215845
ENSG00000182667
ENSG00000179242
ENSG00000215845
ENSG00000198597
ENSG00000132703
ENSG00000180198
ENSG00000176769
ENSG00000188859
ENSG00000171612
ENSG00000182667
ENSG00000181234
ENSG00000075035
ENSG00000290942
ENSG00000179242
ENSG00000198010
ENSG00000198964
ENSG00000171793
ENSG00000060709
ENSG00000198010
ENSG00000144362
ENSG00000117507
ENSG00000169877
ENSG00000183715
ENSG00000134827
ENSG00000169814
ENSG00000078549
ENSG00000179242
ENSG00000060709
ENSG00000182667
ENSG00000225725
ENSG00000060709
ENSG00000132718
ENSG00000130226
ENSG00000170745
ENSG00000184140
ENSG00000177565
