mirna_id	value
hsa-miR-93-5p	ENSG00000163888
hsa-miR-96-5p	ENSG00000164938
hsa-miR-93-5p	ENSG00000135842
hsa-miR-93-5p	ENSG00000110092
hsa-miR-93-5p	ENSG00000154122
hsa-miR-92b-3p	ENSG00000139436
hsa-miR-93-5p	ENSG00000057019
hsa-miR-92b-3p	ENSG00000217128
hsa-miR-93-5p	ENSG00000069667
hsa-miR-92b-3p	ENSG00000153094
hsa-miR-93-5p	ENSG00000165410
hsa-miR-93-5p	ENSG00000198794
hsa-miR-93-5p	ENSG00000156671
hsa-miR-93-5p	ENSG00000173011
hsa-miR-92b-3p	ENSG00000181904
hsa-miR-92b-3p	ENSG00000122912
hsa-miR-93-5p	ENSG00000140526
hsa-miR-99a-5p	ENSG00000100330
hsa-miR-93-5p	ENSG00000175161
hsa-miR-92b-3p	ENSG00000153898
hsa-miR-93-5p	ENSG00000178074
hsa-miR-92b-3p	ENSG00000104205
hsa-miR-93-5p	ENSG00000165434
hsa-miR-93-5p	ENSG00000174695
hsa-miR-96-5p	ENSG00000134532
hsa-miR-760	ENSG00000101294
hsa-miR-93-5p	ENSG00000173960
hsa-miR-92b-3p	ENSG00000186575
hsa-miR-93-5p	ENSG00000158109
hsa-miR-92b-3p	ENSG00000186480
hsa-miR-93-5p	ENSG00000051341
hsa-miR-92b-3p	ENSG00000176422
hsa-miR-92b-3p	ENSG00000114416
hsa-miR-92b-3p	ENSG00000007944
hsa-miR-93-5p	ENSG00000141034
hsa-miR-92b-3p	ENSG00000091009
hsa-miR-93-5p	ENSG00000105855
hsa-miR-93-5p	ENSG00000133606
hsa-miR-92b-3p	ENSG00000197535
hsa-miR-93-5p	ENSG00000104946
hsa-miR-92b-3p	ENSG00000107742
hsa-miR-93-5p	ENSG00000084093
hsa-miR-93-5p	ENSG00000164830
hsa-miR-92b-3p	ENSG00000050165
hsa-miR-93-5p	ENSG00000197885
hsa-miR-93-5p	ENSG00000144711
hsa-miR-7-5p	ENSG00000102743
hsa-miR-93-5p	ENSG00000135709
hsa-miR-93-5p	ENSG00000179833
hsa-miR-92b-3p	ENSG00000196663
hsa-miR-93-5p	ENSG00000115977
hsa-miR-92b-3p	ENSG00000040199
hsa-miR-92b-3p	ENSG00000169914
hsa-miR-93-5p	ENSG00000069966
hsa-miR-93-5p	ENSG00000023516
hsa-miR-93-5p	ENSG00000115137
hsa-miR-92b-3p	ENSG00000115137
hsa-miR-92b-3p	ENSG00000148719
hsa-miR-93-5p	ENSG00000183508
hsa-miR-7-5p	ENSG00000179051
hsa-miR-93-5p	ENSG00000197860
hsa-miR-7-5p	ENSG00000122435
hsa-miR-7-5p	ENSG00000088766
hsa-miR-92b-3p	ENSG00000104866
hsa-miR-7-5p	ENSG00000183955
hsa-miR-93-5p	ENSG00000163577
hsa-miR-93-5p	ENSG00000175352
hsa-miR-92b-3p	ENSG00000143614
hsa-miR-93-5p	ENSG00000173706
hsa-miR-93-5p	ENSG00000108256
hsa-miR-93-5p	ENSG00000124201
hsa-miR-93-5p	ENSG00000112796
hsa-miR-93-5p	ENSG00000129521
hsa-miR-93-5p	ENSG00000198142
hsa-miR-93-5p	ENSG00000135378
hsa-miR-93-5p	ENSG00000173281
hsa-miR-7-5p	ENSG00000089177
hsa-miR-7-5p	ENSG00000086848
hsa-miR-93-5p	ENSG00000156675
hsa-miR-93-5p	ENSG00000158711
hsa-miR-93-5p	ENSG00000136935
hsa-miR-93-5p	ENSG00000125347
hsa-miR-92b-3p	ENSG00000138448
hsa-miR-96-5p	ENSG00000058272
hsa-miR-93-5p	ENSG00000119414
hsa-miR-93-5p	ENSG00000088179
hsa-miR-7-5p	ENSG00000163785
hsa-miR-92b-3p	ENSG00000167074
hsa-miR-7-5p	ENSG00000072274
hsa-miR-92b-3p	ENSG00000184602
hsa-miR-93-5p	ENSG00000163697
hsa-miR-93-5p	ENSG00000160007
hsa-miR-92b-3p	ENSG00000119541
hsa-miR-93-5p	ENSG00000197217
hsa-miR-7-5p	ENSG00000119912
hsa-miR-93-5p	ENSG00000115963
hsa-miR-92b-3p	ENSG00000053254
hsa-miR-7-5p	ENSG00000146648
hsa-miR-92b-3p	ENSG00000067208
hsa-miR-93-5p	ENSG00000185129
hsa-miR-92b-3p	ENSG00000188786
hsa-miR-92b-3p	ENSG00000120837
hsa-miR-93-5p	ENSG00000113356
hsa-miR-93-5p	ENSG00000114383
hsa-miR-93-5p	ENSG00000005812
hsa-miR-92b-3p	ENSG00000065308
hsa-miR-93-5p	ENSG00000047056
hsa-miR-93-5p	ENSG00000166579
hsa-miR-93-5p	ENSG00000107897
hsa-miR-93-5p	ENSG00000124788
hsa-miR-96-5p	ENSG00000124788
hsa-miR-93-5p	ENSG00000174136
hsa-miR-93-5p	ENSG00000135333
hsa-miR-93-5p	ENSG00000101966
hsa-miR-93-5p	ENSG00000124882
hsa-miR-93-5p	ENSG00000118762
hsa-miR-93-5p	ENSG00000130164
hsa-miR-92b-3p	ENSG00000088832
hsa-miR-93-5p	ENSG00000130962
hsa-miR-96-5p	ENSG00000188811
hsa-miR-93-5p	ENSG00000179476
hsa-miR-93-5p	ENSG00000131370
hsa-miR-93-5p	ENSG00000204524
hsa-miR-7-5p	ENSG00000204524
hsa-miR-93-5p	ENSG00000204923
hsa-miR-96-5p	ENSG00000206557
hsa-miR-92b-3p	ENSG00000116396
hsa-miR-7-5p	ENSG00000182963
hsa-miR-93-5p	ENSG00000257093
hsa-miR-92b-3p	ENSG00000188647
hsa-miR-92b-3p	ENSG00000137845
hsa-miR-93-5p	ENSG00000169057
hsa-miR-92b-3p	ENSG00000075420
hsa-miR-96-5p	ENSG00000170113
hsa-miR-93-5p	ENSG00000164236
hsa-miR-96-5p	ENSG00000175197
hsa-miR-93-5p	ENSG00000198815
hsa-miR-7-5p	ENSG00000204217
