ensembl_gene_id	value
ENSG00000167874	-2.42924503616788
ENSG00000123219	2.36620531495466
ENSG00000157456	2.940861673168
ENSG00000187758	-3.60734750733903
ENSG00000168874	-3.38422870521604
ENSG00000180914	-4.41834117300135
ENSG00000111077	-1.96168605191805
ENSG00000103647	-2.57089881659834
ENSG00000113368	2.3592998155302
ENSG00000079435	-4.02921680156364
ENSG00000115718	2.62478802394136
ENSG00000161281	-2.85704372699211
ENSG00000154258	-3.51154485240285
ENSG00000253434	-3.28244613211952
ENSG00000134690	2.74493986916353
ENSG00000167641	-3.12792849553931
ENSG00000163431	-2.87488318299762
ENSG00000135046	-2.52977492218733
ENSG00000133466	2.33089186303151
ENSG00000189134	-2.39490722711084
ENSG00000189057	3.19968053405346
ENSG00000183010	2.02886813512933
ENSG00000279204	-2.96377773679424
ENSG00000164849	-2.54958705261841
ENSG00000146670	2.94427802565529
ENSG00000151790	4.32617259997416
ENSG00000165209	1.34983256560385
ENSG00000122547	-1.75000224733341
ENSG00000231246	-3.75212866586814
ENSG00000131069	-1.50264941045101
ENSG00000101280	-3.02578606743767
ENSG00000076382	2.73066787769257
ENSG00000240583	-2.64434795819743
ENSG00000056998	-3.50956724922884
ENSG00000169744	-2.01061158737031
ENSG00000170965	4.59133994040493
ENSG00000135476	3.06538633490746
ENSG00000138778	2.91994949872557
ENSG00000106004	-3.10522268708275
ENSG00000165028	-2.19654058034296
ENSG00000145777	-3.54156958964327
ENSG00000120907	-3.77620408226374
ENSG00000156509	3.00148431852732
ENSG00000187800	-2.31766019550015
ENSG00000000005	-4.90892372493744
ENSG00000169252	-2.98866289600688
ENSG00000130032	-3.46233817472289
ENSG00000154263	-3.37606358317729
ENSG00000114346	1.90806625719575
ENSG00000175643	2.58972900766291
ENSG00000135424	-2.94617353431157
ENSG00000178999	3.31518178627354
ENSG00000154370	1.49408447786958
ENSG00000158966	-2.40645759244485
ENSG00000124615	-1.92234270461513
ENSG00000177098	-2.87401993085965
ENSG00000197769	-3.62864222066814
ENSG00000198885	-2.62846726413634
ENSG00000182253	-3.98419588328836
ENSG00000024422	-2.23323785511347
ENSG00000119969	2.29335896254873
ENSG00000246022	-3.66128807328037
ENSG00000184113	-3.12315578266694
ENSG00000163808	2.79537343747956
ENSG00000081377	-1.71773087136143
ENSG00000180354	-2.31435254593869
ENSG00000114698	-2.12669343154091
ENSG00000184601	-5.1771678018727
ENSG00000179603	3.53072720782409
ENSG00000204136	-2.29837751714636
ENSG00000197894	-0.892373393585784
ENSG00000158186	-2.33836303739725
ENSG00000276365	-3.56730830289737
ENSG00000165269	-5.35645808159577
ENSG00000187942	-2.56272013283228
ENSG00000102100	1.15418866286658
ENSG00000163513	-2.26695962871954
ENSG00000149380	2.95316256059497
ENSG00000143195	2.96648731161704
ENSG00000173269	-2.20316617210343
ENSG00000169692	-1.89133106793448
ENSG00000144136	1.23937291158026
ENSG00000237560	-3.0013152982138
ENSG00000250538	-4.89056825739885
ENSG00000150907	-1.9102582376046
ENSG00000174697	-6.97260945266301
ENSG00000129596	-3.76058691634183
ENSG00000108381	-3.07720929467703
ENSG00000149451	-3.40486713609329
ENSG00000164087	1.83894794154959
ENSG00000051180	2.51898245498587
ENSG00000198947	-2.80394374911339
ENSG00000179094	-2.41797841059562
ENSG00000136848	-1.52427321086009
ENSG00000249669	-3.0626873401182
ENSG00000229108	-3.79613808672641
ENSG00000117399	3.1403400565315
ENSG00000143493	1.28430044539164
ENSG00000134962	-3.57815307378515
ENSG00000112742	2.99359243856887
ENSG00000153902	-2.25061263905805
ENSG00000260102	-2.83955163817088
ENSG00000181997	-3.07178488136115
ENSG00000018625	-4.72781301946693
ENSG00000145386	2.84020309514804
ENSG00000274180	-1.85021778058324
ENSG00000172901	-3.84601099663934
ENSG00000182782	-3.17065758540969
ENSG00000146410	2.786078649853
ENSG00000140525	2.05711664518765
ENSG00000147799	1.89514025828671
ENSG00000167588	-5.79803275050609
ENSG00000115687	1.54287774735383
ENSG00000103044	-3.30335653909436
ENSG00000013810	2.20788920283115
ENSG00000188368	1.99052978935989
ENSG00000232079	-4.03975834402849
ENSG00000287148	-5.39101730665759
ENSG00000108001	-2.42052266248259
ENSG00000085552	2.70058405265077
ENSG00000136732	-2.01390602173253
ENSG00000267069	-2.90990067129256
ENSG00000154856	-2.56741191870724
ENSG00000132561	-3.24113461947569
ENSG00000172987	-4.20300577137487
ENSG00000084674	-4.43351323140037
ENSG00000176092	3.53991981115963
ENSG00000135144	-2.6774959747947
ENSG00000167676	-5.59690131386116
ENSG00000093009	3.01012809341537
ENSG00000198624	-2.62050678837483
ENSG00000255471	-2.69526549440556
ENSG00000174059	-2.01008627673992
ENSG00000136826	-2.82076806429211
ENSG00000121621	2.65196985401168
ENSG00000197245	-2.46640865906761
ENSG00000144655	-2.12885905190257
ENSG00000258545	-3.67692215952358
ENSG00000136960	-2.88862568985774
ENSG00000137960	-2.74574429844198
ENSG00000243836	-2.98067014556862
ENSG00000126524	-0.87420050476565
ENSG00000154721	-2.13465912529448
ENSG00000108924	-3.4848074094219
ENSG00000162769	1.61762880315104
ENSG00000197766	-3.87731805713071
ENSG00000198099	-3.48487575807311
ENSG00000261039	3.69064045143357
ENSG00000198018	1.32969514898598
ENSG00000246430	-3.2919240821381
ENSG00000274021	-2.62314330773862
ENSG00000179796	-3.49687608011579
ENSG00000183722	-2.15882519754469
ENSG00000139112	-1.54617256448445
ENSG00000116194	-3.10534398955956
ENSG00000115414	2.89790757483549
ENSG00000151725	2.26908838454232
ENSG00000145708	-2.8097554764873
ENSG00000081041	-4.19484144330772
ENSG00000182463	-2.60195824892151
ENSG00000152465	-1.73391451532497
ENSG00000171227	-2.68820303218338
ENSG00000154920	2.64322153181025
ENSG00000181234	-5.37450266019443
ENSG00000109610	-3.20787414694525
ENSG00000101955	-2.80555994559067
ENSG00000287115	-2.93012210771161
ENSG00000108106	2.20722325284083
ENSG00000101447	3.32225333911139
ENSG00000133116	-2.61409375421045
ENSG00000168490	-2.65139526481226
ENSG00000151468	-2.48618040871507
ENSG00000079616	1.5124315797743
ENSG00000123473	2.27031739926945
ENSG00000163827	-2.68503883769676
ENSG00000198826	2.47185915565688
ENSG00000129195	3.10905815808959
ENSG00000135218	-4.37587211282356
ENSG00000196584	2.3498784814546
ENSG00000103522	3.09216806740107
ENSG00000171502	2.31227294673513
ENSG00000184661	3.03987192574052
ENSG00000198932	-2.00995907518066
ENSG00000181778	-2.99071729344034
ENSG00000254109	-2.66816326891091
ENSG00000118596	-2.38903722230545
ENSG00000234456	-1.85897680352063
ENSG00000162733	-2.25682469589009
ENSG00000183549	-2.97131553978876
ENSG00000151623	-2.44238745593347
ENSG00000124507	2.69280228893451
ENSG00000067113	-1.86102985719197
ENSG00000170153	-2.6889685967787
ENSG00000094963	-3.99465731033559
ENSG00000166819	-5.72144928708312
ENSG00000139618	2.02518793362189
ENSG00000262097	-2.42861707723158
ENSG00000133392	-3.62913784325255
ENSG00000198478	-2.21130033472742
ENSG00000131187	3.42520290851045
ENSG00000134121	-3.53853779059283
ENSG00000136492	2.71613438826772
ENSG00000085999	2.84593932009987
ENSG00000189159	1.97591338713353
ENSG00000131386	-3.14348045166213
ENSG00000141338	-3.96712325252804
ENSG00000124657	4.01316928964135
ENSG00000004799	-3.6423979108635
ENSG00000198844	-1.94256495079924
ENSG00000112964	-2.99803884230415
ENSG00000228162	-3.53951466017085
ENSG00000186594	-1.93747466961261
ENSG00000065911	1.59872044658543
ENSG00000116016	-1.91717821307563
ENSG00000198937	1.56111074427502
ENSG00000138207	-5.14182264489755
ENSG00000144554	1.78698967386945
ENSG00000165124	-2.96778278004735
ENSG00000124785	-2.45510158368201
ENSG00000132170	-2.67814908756928
ENSG00000198848	-4.09689862299632
ENSG00000049249	3.46466525739643
ENSG00000174804	-2.15765854074389
ENSG00000185149	-5.3910460598479
ENSG00000205221	-3.79494614785644
ENSG00000287666	-2.72480880627442
ENSG00000276409	-3.56052416799448
ENSG00000185432	-1.84609587633287
ENSG00000163239	-2.34862445383141
ENSG00000157654	-1.75973537071792
ENSG00000136842	-2.96671437980792
ENSG00000106034	-2.43425590789476
ENSG00000127920	-2.0896874745145
ENSG00000152580	-3.52299812855003
ENSG00000171596	-3.11885328035586
ENSG00000147119	-1.48110533073486
ENSG00000187699	-2.64639724461089
ENSG00000114019	-1.75847299350883
ENSG00000139641	-1.09333598532181
ENSG00000168309	-3.59427610849023
ENSG00000166265	-2.17636363077132
ENSG00000160957	2.17422063339312
ENSG00000115163	3.07993242250845
ENSG00000100479	1.60542954713883
ENSG00000182601	-4.62437102653956
ENSG00000101938	-5.00620515316449
ENSG00000184500	-2.15354885783441
ENSG00000007314	-3.17091709409299
ENSG00000077616	-1.91064983287149
ENSG00000130520	1.09361354671201
ENSG00000157150	-4.74060592585978
ENSG00000076067	-1.12395838870262
ENSG00000144642	-1.9404831588664
ENSG00000171914	-1.60247279597167
ENSG00000164488	-3.90460942039604
ENSG00000172935	-2.56434599753171
ENSG00000162063	1.76647107494348
ENSG00000277639	-3.37072888317251
ENSG00000228035	-2.99769380534053
ENSG00000078549	-2.89887017646185
ENSG00000254862	-2.55877705678938
ENSG00000244734	-3.99218725546285
ENSG00000130173	-3.34518028747523
ENSG00000121594	2.86719817156787
ENSG00000173391	2.7892999922102
ENSG00000117139	1.17435114211757
ENSG00000179921	-2.45519958571642
ENSG00000111602	1.53464775609503
ENSG00000263155	-2.93624698427393
ENSG00000132622	-1.99429029316779
ENSG00000130226	-3.65145992072372
ENSG00000102760	-1.74314932372037
ENSG00000277631	-2.59204946953397
ENSG00000105664	4.29192088459049
ENSG00000006210	-3.01004050535774
ENSG00000236333	-5.04886569515071
ENSG00000169291	-1.9333871331164
ENSG00000113578	-2.34122427916923
ENSG00000151914	-2.00240698134673
ENSG00000135926	-1.23261883487999
ENSG00000273162	2.25279039564319
ENSG00000182481	1.98655844114754
ENSG00000270977	3.62145366073952
ENSG00000160307	-4.35002279922225
ENSG00000196666	-3.57950624791902
ENSG00000102384	2.53013246126819
ENSG00000128918	-2.9750977653401
ENSG00000165795	-2.58729384055954
ENSG00000160298	1.97429609795548
ENSG00000135447	-4.56052108761467
ENSG00000261468	-2.08397035041937
ENSG00000277270	-2.58894105893068
ENSG00000113580	-1.60152346703042
ENSG00000100307	-1.69196565482408
ENSG00000261054	-3.06316873615118
ENSG00000197891	-2.86608300441304
ENSG00000162004	3.18662422640834
ENSG00000101335	-2.08900575547716
ENSG00000054967	1.78981078185589
ENSG00000164736	-2.21815580478996
ENSG00000163378	-1.39268050893147
ENSG00000177119	-1.24162250384455
ENSG00000162616	-1.34965706795323
ENSG00000167074	-1.69857578820926
ENSG00000169241	1.48379652762452
ENSG00000154134	-2.05211975204787
ENSG00000134375	1.04503755395837
ENSG00000154133	-1.74210011042386
ENSG00000109265	3.4443471125488
ENSG00000065328	3.20112033492164
ENSG00000160801	-2.65699400363563
ENSG00000197275	2.4372572040556
ENSG00000102385	2.77781065232682
ENSG00000108799	-1.25201077799677
ENSG00000174442	1.25916430741847
ENSG00000164318	-1.77634737591963
ENSG00000131016	-2.51358708228895
ENSG00000069702	-3.16844069855517
ENSG00000136160	-2.28387185392367
ENSG00000155970	-1.95645280344893
ENSG00000115593	-5.16727331471344
ENSG00000138685	-3.09311136167016
ENSG00000171115	-1.96480055442569
ENSG00000094804	2.8300610864865
ENSG00000136011	-2.72068454188973
ENSG00000260947	-3.08466056985848
ENSG00000164109	2.20722211430235
ENSG00000111247	2.18335709331604
ENSG00000260105	-2.48132214025081
ENSG00000144908	-4.07288125070847
ENSG00000160161	2.83953896212516
ENSG00000104147	2.27449315791184
ENSG00000180660	-2.93221539827851
ENSG00000147257	-3.67670978613236
ENSG00000073350	1.68221036029213
ENSG00000153187	0.724217849025491
ENSG00000122971	-1.94281448302135
ENSG00000164007	-4.4784267280084
ENSG00000101230	-2.86082106402119
ENSG00000127241	-3.49705555331204
ENSG00000139734	2.63869864175764
ENSG00000138131	-2.92659055364966
ENSG00000165507	-2.46836464242359
ENSG00000148730	-0.896100988896134
ENSG00000104549	2.15649900412049
ENSG00000125355	-2.40708767884559
ENSG00000141404	-2.0640349209933
ENSG00000184384	-2.14449082153391
ENSG00000138346	1.87914045072157
ENSG00000162413	-1.53806081291495
ENSG00000133401	-2.40010380110258
ENSG00000147113	-1.91292414558581
ENSG00000197561	-2.88668037384154
ENSG00000123689	-3.88312043272288
ENSG00000221955	1.78593412916666
ENSG00000103994	-1.20159303676625
ENSG00000166292	-3.57261433547596
ENSG00000118762	-1.57425628999096
ENSG00000102010	-2.87130492075325
ENSG00000154678	-2.91322523226755
ENSG00000170373	6.5436593114792
ENSG00000184811	-6.70138677619866
ENSG00000166250	-2.30641519804859
ENSG00000176058	1.9258691808949
ENSG00000161800	1.76750553030715
ENSG00000154262	-2.42185356865251
ENSG00000135917	-4.83772447273048
ENSG00000245025	-1.74649701318275
ENSG00000119138	-1.72098364853779
ENSG00000154065	-2.60011198693698
ENSG00000053438	-3.32843770656001
ENSG00000183807	-2.19554154575621
ENSG00000130307	-1.72456226995797
ENSG00000004846	-3.57692508830677
ENSG00000165474	3.88786736379856
ENSG00000119147	-4.71812519644926
ENSG00000164879	-3.82876993184802
ENSG00000153822	-4.31089518121424
ENSG00000146966	-2.07058766639894
ENSG00000174807	-2.22713014458716
ENSG00000165801	-1.34330552393428
ENSG00000069122	-1.76262180490761
ENSG00000164885	1.18698947233281
ENSG00000203727	-3.04978150905405
ENSG00000172318	-2.89575260053113
ENSG00000241644	-2.83397050712416
ENSG00000184347	-2.42773025904993
ENSG00000155016	-1.35069028657653
ENSG00000170275	-1.02025579681225
ENSG00000126561	-1.67682567921274
ENSG00000203499	2.31483123260469
ENSG00000173548	-0.948433275056979
ENSG00000227591	-3.69989613480625
ENSG00000116183	-2.62439755016301
ENSG00000229436	-3.45795822507538
ENSG00000185112	-1.64433787991202
ENSG00000105996	-2.58930775956179
ENSG00000153823	-2.52605286995033
ENSG00000122592	-2.96640687362557
ENSG00000013297	-2.95399958436096
ENSG00000152056	1.87140121039096
ENSG00000204767	-3.81685387807151
ENSG00000107104	-1.7130800426191
ENSG00000137135	2.19996203751788
ENSG00000107562	-2.34132569699998
ENSG00000166947	-3.00148105072816
ENSG00000110651	-1.00947397733453
ENSG00000108960	-2.15518723047353
ENSG00000229312	-2.94144573848035
ENSG00000180044	2.29041748542458
ENSG00000163710	-4.72643897286665
ENSG00000106511	-3.1704739701724
ENSG00000104413	2.14962719105144
ENSG00000185271	-2.19638998073999
ENSG00000176194	-5.81911310261037
ENSG00000197299	2.26800128292069
ENSG00000077235	1.02221623716928
ENSG00000073712	-1.66400107019854
ENSG00000174611	-3.43815342719565
ENSG00000148053	-3.54530773897675
ENSG00000231007	-2.22973514225845
ENSG00000152492	-1.0729336921628
ENSG00000259153	2.48679757434308
ENSG00000053254	-1.43470926302599
ENSG00000120279	-1.87957419074241
ENSG00000185818	-3.55787054146057
ENSG00000185010	-1.44774591270295
ENSG00000182118	-2.40096805532899
ENSG00000123352	0.962133796311316
ENSG00000167705	-1.56113772732906
ENSG00000117410	0.980916983148065
ENSG00000117758	-0.72185662729069
ENSG00000131730	-2.1427327528973
ENSG00000136161	-1.289353990731
ENSG00000196611	5.70654129423595
ENSG00000120334	1.45290515805914
ENSG00000267653	-3.87486576065165
ENSG00000156298	-2.66543312002903
ENSG00000206384	-3.36734936905706
ENSG00000109846	-3.79760691285647
ENSG00000091651	2.70731909447787
ENSG00000161835	-1.74723060123055
ENSG00000280721	2.44024697319927
ENSG00000133317	-4.63158119671701
ENSG00000281769	-3.74631361263629
ENSG00000225731	-2.61600216722457
ENSG00000135931	1.29419050228057
ENSG00000276386	-2.81954636960144
ENSG00000145936	-2.50244443779487
ENSG00000154330	-2.74497895285554
ENSG00000122729	-1.42175842506464
ENSG00000130876	-4.34910739662813
ENSG00000138376	1.43118671145603
ENSG00000007968	2.70235871238579
ENSG00000158445	-3.29787075450518
ENSG00000069011	4.05569726107931
ENSG00000287059	-3.07694957492406
ENSG00000162814	2.34532154763506
ENSG00000165092	-2.61215250432546
ENSG00000153253	-2.85320063781373
ENSG00000138795	2.32223135573749
ENSG00000105486	1.40379594487113
ENSG00000146006	-2.27154229280483
ENSG00000187288	-6.13788727305444
ENSG00000119929	-0.86499676261078
ENSG00000187260	-2.46184223026345
ENSG00000163535	1.58454378022888
ENSG00000077264	-2.76702763758076
ENSG00000049245	-0.805654457621442
ENSG00000137070	-1.46150203985233
ENSG00000197872	-1.76862116466243
ENSG00000119333	1.28967322019156
ENSG00000184432	0.824456826555184
ENSG00000178385	-1.31295744475258
ENSG00000198838	-2.0168483103296
ENSG00000248144	-4.25727726073896
ENSG00000118946	1.81127393486721
ENSG00000240498	2.69598743943884
ENSG00000124743	-2.50904004699224
ENSG00000134548	-4.33890771606336
ENSG00000178295	1.41855810305529
ENSG00000143344	-1.68492205042245
ENSG00000000460	1.4353553460106
ENSG00000114268	1.51522991079534
ENSG00000138018	1.15776828054591
ENSG00000107738	-1.7573806411178
ENSG00000142910	-2.42964314059435
ENSG00000163468	1.08056576516278
ENSG00000167105	2.81709141673691
ENSG00000279118	-1.88322849646055
ENSG00000016602	-3.74714118668988
ENSG00000126785	-1.7376610566302
ENSG00000178828	-3.23660876604275
ENSG00000101057	3.29549213842074
ENSG00000170962	-2.1248754261628
ENSG00000171056	-1.95699355058029
ENSG00000142731	1.82163992663844
ENSG00000123136	1.32381263577196
ENSG00000157152	-3.23385856579092
ENSG00000206172	-3.18452193952284
ENSG00000267365	-2.22098715867613
ENSG00000076554	1.95622342691182
ENSG00000071539	2.25082209430993
ENSG00000154493	-3.57574454947507
ENSG00000162444	-2.56204210524665
ENSG00000121671	-1.29768794786358
ENSG00000166960	-2.74158180530079
ENSG00000134986	1.79613093885271
ENSG00000134222	1.75546767500962
ENSG00000135074	2.05997374222528
ENSG00000150764	-1.48387031349306
ENSG00000165152	-1.94152053970525
ENSG00000154928	-2.71527326448593
ENSG00000065600	1.31455489157157
ENSG00000142621	1.74564659942369
ENSG00000115504	-1.09939515164818
ENSG00000105726	0.869334580771703
ENSG00000143570	1.77925633203257
ENSG00000032389	1.0607128812015
ENSG00000173511	-1.1736976564847
ENSG00000133030	-0.923516759513248
ENSG00000083782	5.12396373692361
ENSG00000245848	-2.14283305477629
ENSG00000158301	-1.47518790856716
ENSG00000187951	2.2051832102447
ENSG00000160190	1.33589865463174
ENSG00000164932	2.52508461395145
ENSG00000136108	1.45453983281805
ENSG00000109906	-4.21885873976094
ENSG00000257167	1.89204141329298
ENSG00000164530	-5.31842890531661
ENSG00000099204	-1.54514718562882
ENSG00000259916	-3.17745272253925
ENSG00000277954	-1.90891317986712
ENSG00000265972	-1.99815500197534
ENSG00000197702	-1.08543296822799
ENSG00000136014	-2.11737139993428
ENSG00000256663	3.19660470031592
ENSG00000170271	-2.57901046321977
ENSG00000286647	-3.51261484214213
ENSG00000166557	1.60052913944046
ENSG00000146648	-2.91120237725967
ENSG00000106006	-3.08323219317806
ENSG00000182916	-2.27193140185278
ENSG00000157404	-3.35857992189913
ENSG00000234996	2.53829751573835
ENSG00000124493	4.57333712978053
ENSG00000122591	-1.73902355654774
ENSG00000092964	-1.56033581566654
ENSG00000138722	-3.73188590354797
ENSG00000187134	-3.70279048447762
ENSG00000103550	1.13750945661916
ENSG00000152104	-1.73258697277059
ENSG00000070031	2.75091070292033
ENSG00000158571	-2.74538394021841
ENSG00000248668	-2.24077938172163
ENSG00000224940	-3.52925100941739
ENSG00000174871	2.55758966401597
ENSG00000187866	-0.84996532195107
ENSG00000163467	1.94884607679468
ENSG00000078596	-2.72979941633531
ENSG00000172403	-2.44256473424613
ENSG00000163689	2.46645477051616
ENSG00000178947	-2.63029077227239
ENSG00000189221	-3.45997236955246
ENSG00000138039	-2.81216373273328
ENSG00000169764	-1.00896439056451
ENSG00000123096	-1.68197461127883
ENSG00000226031	-2.75877291947545
ENSG00000172061	3.64748319326859
ENSG00000178966	1.25318717284544
ENSG00000140092	-2.14526533084256
ENSG00000220205	-1.42689911814819
ENSG00000128408	1.99419958053879
ENSG00000203362	1.69045659492877
ENSG00000134201	-3.36251779385558
ENSG00000288547	2.34591976488522
ENSG00000150938	-1.92759704785599
